Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein,Precursor Mz,Product Mz
molecules1,230605_Smp_TN397_UCH1_Trig_C,Trimethylamine N-oxide,7.01,69853496,1159192,2858321,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_5nM_A,Trimethylamine N-oxide,6.99,30748454,1201291,1242450,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_5nM_B,Trimethylamine N-oxide,6.99,15574849,1362564,638932,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_5nM_C,Trimethylamine N-oxide,6.99,11246442,1229484,476496,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_10nM_A,Trimethylamine N-oxide,7.01,55090616,1580579,2375542,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_10nM_B,Trimethylamine N-oxide,7.01,23188940,1277804,997214,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_10nM_C,Trimethylamine N-oxide,7.01,31863204,1206521,1508697,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_50nM_A,Trimethylamine N-oxide,6.99,19060526,1461057,802272,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_50nM_B,Trimethylamine N-oxide,7.02,21956978,1129965,927667,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_50nM_C,Trimethylamine N-oxide,7.01,29645014,1424033,1237853,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_200nM_A,Trimethylamine N-oxide,7.02,13570492,1444015,586309,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_200nM_B,Trimethylamine N-oxide,6.99,16318732,1148212,710026,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_200nM_C,Trimethylamine N-oxide,7.01,15607612,1202133,658280,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_500nM_A,Trimethylamine N-oxide,7.01,24528838,1259059,1044039,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_500nM_B,Trimethylamine N-oxide,6.97,13234917,1168392,560947,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_500nM_C,Trimethylamine N-oxide,7.01,22866216,1465810,971288,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_1500nM_A,Trimethylamine N-oxide,7.01,17428532,1468488,739689,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_1500nM_B,Trimethylamine N-oxide,6.99,12792451,1266862,531928,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_1500nM_C,Trimethylamine N-oxide,6.99,19906672,1746881,836317,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_OnM_A,Trimethylamine N-oxide,6.99,22092568,1304485,921948,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_OnM_B,Trimethylamine N-oxide,7.01,21287776,1382381,907699,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Smp_TN397_UKH4_OnM_C,Trimethylamine N-oxide,6.99,32486992,1726272,1519787,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_0nM_Homarine_UCH1_1,Trimethylamine N-oxide,7.01,120186032,1509732,4835830,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_0nM_Homarine_UCH1_2,Trimethylamine N-oxide,6.99,121550520,2468625,4767572,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_0nM_Homarine_UKH4_1,Trimethylamine N-oxide,6.99,23079290,1354895,982150,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_0nM_Homarine_UKH4_2,Trimethylamine N-oxide,7.01,24185340,1715208,1008380,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_50nM_Homarine_UHC1_1,Trimethylamine N-oxide,6.99,125340480,1891806,5062886,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_50nM_Homarine_UHC1_2,Trimethylamine N-oxide,6.99,116348152,1787331,4683804,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_50nM_Homarine_UKH4_1,Trimethylamine N-oxide,6.99,22614584,1510730,971082,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_50nM_Homarine_UKH4_2,Trimethylamine N-oxide,7.01,24195742,1053882,1013956,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_100nM_Homarine_UCH1_1,Trimethylamine N-oxide,6.99,122863560,1705663,4999771,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_100nM_Homarine_UCH1_2,Trimethylamine N-oxide,6.97,114064984,1779104,4571000,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_100nM_Homarine_UKH4_1,Trimethylamine N-oxide,6.99,22393104,1268434,949186,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_100nM_Homarine_UKH4_2,Trimethylamine N-oxide,6.99,23040116,1311262,997074,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_200nM_Homarine_UCH1_1,Trimethylamine N-oxide,6.99,109610072,1500114,4585971,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_200nM_Homarine_UCH1_2,Trimethylamine N-oxide,6.99,104697640,1546679,4252567,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_200nM_Homarine_UKH4_1,Trimethylamine N-oxide,7.01,23908532,1628612,1002367,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_200nM_Homarine_UKH4_2,Trimethylamine N-oxide,6.97,24850724,1211687,1015166,#N/A,molecules1,76.1557,58.9602
molecules1,230605_Std_4uMStdsMix1InH2O_1,Trimethylamine N-oxide,7.03,7426512,116740,247811,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_4uMStdsMix1InH2O_2,Trimethylamine N-oxide,7.06,7012876,60719,231129,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_4uMStdsMix1InMatrix_1,Trimethylamine N-oxide,7.03,7759005,131819,276212,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_4uMStdsMix1InMatrix_2,Trimethylamine N-oxide,7.02,7448694,105005,270208,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_H2OinMatrix_1,Trimethylamine N-oxide,7.03,523024,24754,23765,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_H2OinMatrix_2,Trimethylamine N-oxide,7.01,576548,10836,22328,#N/A,molecules1,76.1557,42.276
molecules1,230605_Poo_UCH1_Full1,Trimethylamine N-oxide,7.02,987622,13393,39911,#N/A,molecules1,76.1557,42.276
molecules1,230605_Poo_UCH1_Full2,Trimethylamine N-oxide,7.03,1058422,47082,38855,#N/A,molecules1,76.1557,42.276
molecules1,230605_Poo_UCH1_Full3,Trimethylamine N-oxide,7.04,1124501,25428,44582,#N/A,molecules1,76.1557,42.276
molecules1,230605_Poo_UKH4_Full1,Trimethylamine N-oxide,7.03,500615,281535,17680,#N/A,molecules1,76.1557,42.276
molecules1,230605_Poo_UKH4_Full2,Trimethylamine N-oxide,7.02,535861,256008,19629,#N/A,molecules1,76.1557,42.276
molecules1,230605_Poo_UKH4_Full3,Trimethylamine N-oxide,7.02,533133,239870,21174,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_DMSP_A,Trimethylamine N-oxide,7.06,1107051,28394,45698,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_DMSP_B,Trimethylamine N-oxide,7.04,641398,22970,23830,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_DMSP_C,Trimethylamine N-oxide,7.03,1018990,14290,38788,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_GBT_A,Trimethylamine N-oxide,7.06,1797237,48442,71356,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_GBT_B,Trimethylamine N-oxide,6.97,362245,23461,13736,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_GBT_C,Trimethylamine N-oxide,6.97,1135092,23596,41778,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_Gluc_A,Trimethylamine N-oxide,7.02,2348306,18203,97936,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_Gluc_B,Trimethylamine N-oxide,6.99,1419053,18753,54404,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_Gluc_C,Trimethylamine N-oxide,6.94,222779,20955,8990,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_Hom_A,Trimethylamine N-oxide,6.97,1142787,26111,46744,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_Hom_B,Trimethylamine N-oxide,7.01,1605407,40124,65559,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_Hom_C,Trimethylamine N-oxide,7.03,1406618,30747,63331,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_TMAO_A,Trimethylamine N-oxide,6.99,472761,13602,18902,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_TMAO_B,Trimethylamine N-oxide,6.97,351911,19910,9698,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_TMAO_C,Trimethylamine N-oxide,7.06,254964,14553,9502,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_Trig_A,Trimethylamine N-oxide,7.02,803931,21449,32541,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_Trig_B,Trimethylamine N-oxide,7.03,435249,13601,14797,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UCH1_Trig_C,Trimethylamine N-oxide,7.03,1515791,60649,61580,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_5nM_A,Trimethylamine N-oxide,7.09,675916,204188,23459,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_5nM_B,Trimethylamine N-oxide,7.06,441531,179083,13356,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_5nM_C,Trimethylamine N-oxide,7.61,315393,227693,12128,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_10nM_A,Trimethylamine N-oxide,7.02,1156665,266052,39679,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_10nM_B,Trimethylamine N-oxide,7.01,591429,281848,18750,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_10nM_C,Trimethylamine N-oxide,7.04,622153,105420,27358,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_50nM_A,Trimethylamine N-oxide,7.04,494968,267746,16919,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_50nM_B,Trimethylamine N-oxide,7.04,522383,246050,16706,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_50nM_C,Trimethylamine N-oxide,7.01,727017,202571,26616,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_200nM_A,Trimethylamine N-oxide,7.01,352456,158004,13377,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_200nM_B,Trimethylamine N-oxide,7.02,360211,190410,14454,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_200nM_C,Trimethylamine N-oxide,7.01,409841,185622,13341,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_500nM_A,Trimethylamine N-oxide,7.04,509153,239419,18569,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_500nM_B,Trimethylamine N-oxide,7.11,242583,231864,9031,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_500nM_C,Trimethylamine N-oxide,7.02,538022,297723,19359,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_1500nM_A,Trimethylamine N-oxide,7.59,351659,345307,12842,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_1500nM_B,Trimethylamine N-oxide,7.63,190008,387472,10296,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_1500nM_C,Trimethylamine N-oxide,7.61,605982,310357,18966,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_OnM_A,Trimethylamine N-oxide,6.97,582905,243494,17481,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_OnM_B,Trimethylamine N-oxide,7.06,525867,163340,18638,#N/A,molecules1,76.1557,42.276
molecules1,230605_Smp_TN397_UKH4_OnM_C,Trimethylamine N-oxide,7.03,639772,121963,35897,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_0nM_Homarine_UCH1_1,Trimethylamine N-oxide,7.02,2655845,72290,106417,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_0nM_Homarine_UCH1_2,Trimethylamine N-oxide,7.02,2692754,57787,107039,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_0nM_Homarine_UKH4_1,Trimethylamine N-oxide,7.01,623493,260637,20493,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_0nM_Homarine_UKH4_2,Trimethylamine N-oxide,6.99,675985,266296,20072,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_50nM_Homarine_UHC1_1,Trimethylamine N-oxide,7.03,2737733,95940,108013,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_50nM_Homarine_UHC1_2,Trimethylamine N-oxide,7.03,2517053,39229,99428,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_50nM_Homarine_UKH4_1,Trimethylamine N-oxide,7.09,501297,298016,15614,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_50nM_Homarine_UKH4_2,Trimethylamine N-oxide,7.04,505361,364346,15650,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_100nM_Homarine_UCH1_1,Trimethylamine N-oxide,6.99,2709538,53000,104575,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_100nM_Homarine_UCH1_2,Trimethylamine N-oxide,7.02,2416320,71689,98079,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_100nM_Homarine_UKH4_1,Trimethylamine N-oxide,6.97,575376,242669,19150,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_100nM_Homarine_UKH4_2,Trimethylamine N-oxide,6.99,581937,252213,18480,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_200nM_Homarine_UCH1_1,Trimethylamine N-oxide,7.06,2396544,27121,97244,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_200nM_Homarine_UCH1_2,Trimethylamine N-oxide,6.99,2191178,38319,90089,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_200nM_Homarine_UKH4_1,Trimethylamine N-oxide,6.94,517567,392542,16901,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_200nM_Homarine_UKH4_2,Trimethylamine N-oxide,6.99,531923,384442,14794,#N/A,molecules1,76.1557,42.276
molecules1,230605_Std_4uMStdsMix1InH2O_1,Proline,9.12,2011676288,33480132,103039176,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_4uMStdsMix1InH2O_2,Proline,9.12,2214640896,20776360,100810784,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_4uMStdsMix1InMatrix_1,Proline,9.18,1432116864,14975937,83842176,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_4uMStdsMix1InMatrix_2,Proline,9.15,1401509376,10963697,80244928,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_H2OinMatrix_1,Proline,9.17,31880506,6684942,1856141,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_H2OinMatrix_2,Proline,9.15,31532224,5670063,1674201,#N/A,molecules1,116.085,70.1022
molecules1,230605_Poo_UCH1_Full1,Proline,9.18,58937104,6536931,3245745,#N/A,molecules1,116.085,70.1022
molecules1,230605_Poo_UCH1_Full2,Proline,9.17,67432632,6953908,3817569,#N/A,molecules1,116.085,70.1022
molecules1,230605_Poo_UCH1_Full3,Proline,9.17,61494600,7218368,3411619,#N/A,molecules1,116.085,70.1022
molecules1,230605_Poo_UKH4_Full1,Proline,9.2,304983936,11571621,17571616,#N/A,molecules1,116.085,70.1022
molecules1,230605_Poo_UKH4_Full2,Proline,9.2,284824864,9627935,16819302,#N/A,molecules1,116.085,70.1022
molecules1,230605_Poo_UKH4_Full3,Proline,9.2,245940272,10272261,14312408,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_DMSP_A,Proline,9.17,46656624,5885525,2756755,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_DMSP_B,Proline,9.2,58910120,6802950,3303305,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_DMSP_C,Proline,9.17,45770504,6255625,2562625,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_GBT_A,Proline,9.17,69322784,6440823,3728603,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_GBT_B,Proline,9.2,40235288,8185630,2466027,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_GBT_C,Proline,9.17,66743472,7685874,3718378,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_Gluc_A,Proline,9.17,76385720,8017100,4330146,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_Gluc_B,Proline,9.15,62011436,7285879,3442365,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_Gluc_C,Proline,9.18,49826380,5525463,2818211,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_Hom_A,Proline,9.18,65274308,7424022,3641759,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_Hom_B,Proline,9.17,71185304,7421914,4140831,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_Hom_C,Proline,9.17,62218424,8152235,3438807,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_TMAO_A,Proline,9.17,52913820,6180007,3007845,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_TMAO_B,Proline,9.17,48704660,6412378,2763105,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_TMAO_C,Proline,9.15,58481000,5571638,3244342,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_Trig_A,Proline,9.17,60908140,6632872,3427645,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_Trig_B,Proline,9.18,31762224,8654164,2018247,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UCH1_Trig_C,Proline,9.15,99873808,7508217,5459114,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_5nM_A,Proline,9.2,226047248,10030064,12977108,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_5nM_B,Proline,9.2,216235040,10177414,12946160,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_5nM_C,Proline,9.2,226972880,12648613,13554583,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_10nM_A,Proline,9.21,303439104,9401203,17827996,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_10nM_B,Proline,9.21,233385760,10942877,13734912,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_10nM_C,Proline,9.2,213320880,12955794,13164193,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_50nM_A,Proline,9.2,248289552,10104787,14550842,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_50nM_B,Proline,9.21,307410848,14856646,17917610,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_50nM_C,Proline,9.21,280973920,13175917,16296938,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_200nM_A,Proline,9.2,247987264,10107310,14636274,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_200nM_B,Proline,9.2,312904128,13580496,18495344,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_200nM_C,Proline,9.17,276480544,13021726,15804492,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_500nM_A,Proline,9.2,296822592,12973445,17505362,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_500nM_B,Proline,9.18,320607616,14173519,19018062,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_500nM_C,Proline,9.2,328527424,14886647,19056276,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_1500nM_A,Proline,9.18,398191680,14862818,22646588,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_1500nM_B,Proline,9.21,386446816,14337477,22623262,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_1500nM_C,Proline,9.17,367580128,11570223,20656080,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_OnM_A,Proline,9.2,342095584,10296939,19796188,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_OnM_B,Proline,9.2,225683104,12052933,13525817,#N/A,molecules1,116.085,70.1022
molecules1,230605_Smp_TN397_UKH4_OnM_C,Proline,9.21,284260640,12797173,16140808,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_0nM_Homarine_UCH1_1,Proline,9.2,93765896,7739015,5277243,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_0nM_Homarine_UCH1_2,Proline,9.17,85228880,7971459,4635706,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_0nM_Homarine_UKH4_1,Proline,9.2,307362880,11833698,18349056,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_0nM_Homarine_UKH4_2,Proline,9.17,232097920,9772770,13229786,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_50nM_Homarine_UHC1_1,Proline,9.18,99619640,8371188,5600463,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_50nM_Homarine_UHC1_2,Proline,9.15,81665920,7338857,4453762,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_50nM_Homarine_UKH4_1,Proline,9.2,305617344,14898614,17734412,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_50nM_Homarine_UKH4_2,Proline,9.17,226798400,9544499,13169758,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_100nM_Homarine_UCH1_1,Proline,9.17,89731480,9111630,5017877,#N/A,molecules1,116.085,70.1022
molecules1,230605_Std_100nM_Homarine_UCH1_2,Proline,9.17,79114568,7189351,4314754,#N/A,molecules1,116.085,70.1022
