Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein,Precursor Mz,Product Mz
molecules1,230808_Std_200nM_Homarine_UKH3_1,Trimethylamine N-oxide,5.61,295529,62069,15890,#N/A,molecules1,76.1557,58.9602
molecules1,230808_Std_200nM_Homarine_UKH3_2,Trimethylamine N-oxide,5.79,428298,60089,19160,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_0nM_A,Trimethylamine N-oxide,7.01,9220306,149401,382083,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_0nM_B,Trimethylamine N-oxide,7,11262720,199387,481278,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_0nM_C,Trimethylamine N-oxide,7.02,11032364,303529,447858,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_2nM_A,Trimethylamine N-oxide,7.03,13775998,318359,635500,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_2nM_B,Trimethylamine N-oxide,7.02,3674503,109842,168368,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_2nM_C,Trimethylamine N-oxide,7.06,66443908,1277045,2894896,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_5nM_A,Trimethylamine N-oxide,7.06,1307851,397294,113675,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_5nM_B,Trimethylamine N-oxide,7.05,104725080,1610853,4525619,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_5nM_C,Trimethylamine N-oxide,7.03,3930817,65044,190389,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_10nM_A,Trimethylamine N-oxide,7.03,14659714,392356,662539,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_10nM_B,Trimethylamine N-oxide,7.06,12914570,188087,551383,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_10nM_C,Trimethylamine N-oxide,7.01,4852125,233654,216501,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_50nM_A,Trimethylamine N-oxide,7.02,10791934,110320,478379,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_50nM_B,Trimethylamine N-oxide,7.02,1873417,12129,80153,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_50nM_C,Trimethylamine N-oxide,7.03,6289408,16037,260034,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_200nM_A,Trimethylamine N-oxide,7.03,2869991,38515,122672,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_200nM_B,Trimethylamine N-oxide,7.06,5496366,214548,224156,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_200nM_C,Trimethylamine N-oxide,7.04,9430558,256967,436636,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_1000nM_A,Trimethylamine N-oxide,7.09,5022451,130114,197693,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_1000nM_B,Trimethylamine N-oxide,7.1,5862372,150523,258185,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH1_1000nM_C,Trimethylamine N-oxide,7.23,151741,89441,32392,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_0nM_A,Trimethylamine N-oxide,7.02,2711254,65077,126758,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_0nM_B,Trimethylamine N-oxide,7.04,18296206,142011,777545,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_0nM_Blk,Trimethylamine N-oxide,7.49,16549,24088,9864,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_0nM_C,Trimethylamine N-oxide,6.92,34024,232278,17150,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_2nM_A,Trimethylamine N-oxide,7.02,2388383,25050,116569,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_2nM_B,Trimethylamine N-oxide,6.98,7065142,287820,320066,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_2nM_C,Trimethylamine N-oxide,7.02,121222,180430,23271,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_5nM_A,Trimethylamine N-oxide,7.01,4482500,292990,214603,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_5nM_B,Trimethylamine N-oxide,8.25,22390,25631,9170,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_5nM_Blk,Trimethylamine N-oxide,8.26,32137,26777,12707,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_5nM_C,Trimethylamine N-oxide,7.07,285763,163107,38645,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_10nM_A,Trimethylamine N-oxide,7.02,15602358,318304,736153,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_10nM_B,Trimethylamine N-oxide,7.08,3749257,347867,253618,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_10nM_C,Trimethylamine N-oxide,6.98,10299123,258294,446474,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_50nM_A,Trimethylamine N-oxide,6.98,1624303,137619,83356,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_50nM_B,Trimethylamine N-oxide,9.04,38062,17972,11854,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_50nM_Blk,Trimethylamine N-oxide,8.39,33042,19141,12088,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_50nM_C,Trimethylamine N-oxide,6.98,4391427,136756,206304,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_200nM_A,Trimethylamine N-oxide,7.06,998048,102006,51418,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_200nM_B,Trimethylamine N-oxide,7.07,1169212,185249,84092,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_200nM_C,Trimethylamine N-oxide,7.03,20344138,324387,869410,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_1000nM_A,Trimethylamine N-oxide,6.89,404853,67709,44599,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_1000nM_B,Trimethylamine N-oxide,6.99,2215541,130159,89502,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_1000nM_Blk,Trimethylamine N-oxide,7.85,28863,28566,8483,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH2_1000nM_C,Trimethylamine N-oxide,7.17,300367,99486,41147,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_0nM_A,Trimethylamine N-oxide,6.99,2755691,303617,115584,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_0nM_B,Trimethylamine N-oxide,5.69,218791,63309,16233,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_0nM_C,Trimethylamine N-oxide,5.63,254744,74172,16576,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_5nM_A,Trimethylamine N-oxide,6.98,3883036,198217,186348,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_5nM_B,Trimethylamine N-oxide,5.68,263742,20948,18246,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_5nM_C,Trimethylamine N-oxide,5.67,86114,100862,12276,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_10nM_A,Trimethylamine N-oxide,5.76,216784,74310,12826,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_10nM_B,Trimethylamine N-oxide,5.69,243849,31029,15793,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_10nM_C,Trimethylamine N-oxide,5.68,156765,71118,13103,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_50nM_A,Trimethylamine N-oxide,6.98,3295918,176580,175894,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_50nM_B,Trimethylamine N-oxide,6.98,889375,92267,45393,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_50nM_C,Trimethylamine N-oxide,5.71,396377,44246,15661,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_200nM_A,Trimethylamine N-oxide,6.94,1786685,168108,84710,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_200nM_B,Trimethylamine N-oxide,5.69,189898,330040,13833,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_200nM_C,Trimethylamine N-oxide,5.7,231867,49889,13812,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_500nM_A,Trimethylamine N-oxide,5.6,215062,69206,16440,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_500nM_B,Trimethylamine N-oxide,5.66,545608,23881,24367,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_500nM_C,Trimethylamine N-oxide,5.68,302190,93969,14357,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_1500nM_A,Trimethylamine N-oxide,5.68,468029,56814,20603,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_1500nM_B,Trimethylamine N-oxide,5.64,629168,42328,22930,#N/A,molecules1,76.1557,58.9602
molecules1,230808_UKH3_1500nM_C,Trimethylamine N-oxide,5.74,694662,73996,26598,#N/A,molecules1,76.1557,58.9602
molecules1,230808_Poo_UKH1_Full1,Trimethylamine N-oxide,7.11,357892,3896,21746,#N/A,molecules1,76.1557,42.276
molecules1,230808_Poo_UKH1_Full2,Trimethylamine N-oxide,7.04,302563,1450,18792,#N/A,molecules1,76.1557,42.276
molecules1,230808_Poo_UKH1_Full3,Trimethylamine N-oxide,7.03,192382,0,12719,#N/A,molecules1,76.1557,42.276
molecules1,230808_Poo_UKH2_Full1,Trimethylamine N-oxide,7.04,85231,0,8880,#N/A,molecules1,76.1557,42.276
molecules1,230808_Poo_UKH2_Full2,Trimethylamine N-oxide,6.91,14866,405,3403,#N/A,molecules1,76.1557,42.276
molecules1,230808_Poo_UKH2_Full3,Trimethylamine N-oxide,6.98,76502,1544,9341,#N/A,molecules1,76.1557,42.276
molecules1,230808_Poo_UKH3_Full1,Trimethylamine N-oxide,5.7,187354,9720,11384,#N/A,molecules1,76.1557,42.276
molecules1,230808_Poo_UKH3_Full2,Trimethylamine N-oxide,5.66,212778,8882,11288,#N/A,molecules1,76.1557,42.276
molecules1,230808_Poo_UKH3_Full3,Trimethylamine N-oxide,5.71,388863,0,21276,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_0nM_Homarine_UKH1_1,Trimethylamine N-oxide,7.09,100365,1655,9676,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_0nM_Homarine_UKH1_2,Trimethylamine N-oxide,7.04,79189,943,7600,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_0nM_Homarine_UKH2_1,Trimethylamine N-oxide,7.09,203798,1664,11355,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_0nM_Homarine_UKH2_2,Trimethylamine N-oxide,7.09,97805,0,9730,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_0nM_Homarine_UKH3_1,Trimethylamine N-oxide,5.67,156429,1507,9067,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_0nM_Homarine_UKH3_2,Trimethylamine N-oxide,5.63,180757,1017,9741,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_50nM_Homarine_UKH1_1,Trimethylamine N-oxide,7.04,114174,0,9510,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_50nM_Homarine_UKH1_2,Trimethylamine N-oxide,6.84,72114,0,6677,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_50nM_Homarine_UKH2_1,Trimethylamine N-oxide,7.07,186105,2813,13080,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_50nM_Homarine_UKH2_2,Trimethylamine N-oxide,7.05,176086,3627,13685,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_50nM_Homarine_UKH3_1,Trimethylamine N-oxide,5.59,31597,6414,4646,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_50nM_Homarine_UKH3_2,Trimethylamine N-oxide,5.66,141731,35200,8606,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_100nM_Homarine_UKH1_1,Trimethylamine N-oxide,6.9,27388,577,7503,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_100nM_Homarine_UKH1_2,Trimethylamine N-oxide,7.06,79966,775,7836,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_100nM_Homarine_UKH2_1,Trimethylamine N-oxide,6.95,169294,755,11842,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_100nM_Homarine_UKH2_2,Trimethylamine N-oxide,7.1,174098,522,12222,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_100nM_Homarine_UKH3_1,Trimethylamine N-oxide,7.06,9227,11743,2029,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_100nM_Homarine_UKH3_2,Trimethylamine N-oxide,6.78,14499,0,2867,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_200nM_Homarine_UKH1_1,Trimethylamine N-oxide,6.98,111708,970,10626,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_200nM_Homarine_UKH1_2,Trimethylamine N-oxide,7.03,75850,1730,7170,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_200nM_Homarine_UKH2_1,Trimethylamine N-oxide,7.04,119680,0,10917,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_200nM_Homarine_UKH2_2,Trimethylamine N-oxide,6.94,184705,0,14299,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_200nM_Homarine_UKH3_1,Trimethylamine N-oxide,5.69,163188,18133,9354,#N/A,molecules1,76.1557,42.276
molecules1,230808_Std_200nM_Homarine_UKH3_2,Trimethylamine N-oxide,5.64,273612,11826,14961,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_0nM_A,Trimethylamine N-oxide,7.06,168962,1090,14115,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_0nM_B,Trimethylamine N-oxide,7.05,204681,0,16277,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_0nM_C,Trimethylamine N-oxide,6.97,190175,1864,14443,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_2nM_A,Trimethylamine N-oxide,7.11,261883,0,16747,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_2nM_B,Trimethylamine N-oxide,7.07,62093,0,6036,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_2nM_C,Trimethylamine N-oxide,7.01,1266340,623,67039,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_5nM_A,Trimethylamine N-oxide,7.09,21114,80,4936,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_5nM_B,Trimethylamine N-oxide,7.04,1704858,4079,88486,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_5nM_C,Trimethylamine N-oxide,7.06,77636,0,7038,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_10nM_A,Trimethylamine N-oxide,7.13,280962,2067,17575,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_10nM_B,Trimethylamine N-oxide,7.07,232412,2281,18505,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_10nM_C,Trimethylamine N-oxide,7.02,81102,0,11137,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_50nM_A,Trimethylamine N-oxide,7.13,204824,1846,15209,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_50nM_B,Trimethylamine N-oxide,7.11,28845,0,4019,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_50nM_C,Trimethylamine N-oxide,7.07,104627,0,10384,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_200nM_A,Trimethylamine N-oxide,7.04,49094,0,6256,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_200nM_B,Trimethylamine N-oxide,6.87,88361,0,7839,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_200nM_C,Trimethylamine N-oxide,7.05,171556,0,17643,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_1000nM_A,Trimethylamine N-oxide,6.93,95794,0,10355,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_1000nM_B,Trimethylamine N-oxide,7.06,91706,0,8807,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH1_1000nM_C,Trimethylamine N-oxide,7.23,791,0,948,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_0nM_A,Trimethylamine N-oxide,7.01,48691,0,6763,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_0nM_B,Trimethylamine N-oxide,7.09,318826,935,18343,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_0nM_Blk,Trimethylamine N-oxide,7.49,277,25,384,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_0nM_C,Trimethylamine N-oxide,6.88,2126,368,1324,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_2nM_A,Trimethylamine N-oxide,7.05,30748,0,3404,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_2nM_B,Trimethylamine N-oxide,6.99,122908,0,13116,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_2nM_C,Trimethylamine N-oxide,6.95,5062,2477,2082,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_5nM_A,Trimethylamine N-oxide,7.07,79157,0,10784,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_5nM_B,Trimethylamine N-oxide,8.21,170,0,259,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_5nM_Blk,Trimethylamine N-oxide,8.26,1315,46,1939,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_5nM_C,Trimethylamine N-oxide,7.03,3597,0,2406,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_10nM_A,Trimethylamine N-oxide,6.98,273698,0,16521,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_10nM_B,Trimethylamine N-oxide,6.98,49002,7599,9064,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_10nM_C,Trimethylamine N-oxide,7.04,176894,0,15362,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_50nM_A,Trimethylamine N-oxide,6.84,13438,0,1983,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_50nM_B,Trimethylamine N-oxide,9.04,528,0,700,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_50nM_Blk,Trimethylamine N-oxide,8.37,671,28,1014,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_50nM_C,Trimethylamine N-oxide,7.02,66559,0,9313,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_200nM_A,Trimethylamine N-oxide,7.04,10713,0,2119,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_200nM_B,Trimethylamine N-oxide,7.23,22320,818,4896,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_200nM_C,Trimethylamine N-oxide,7.03,396882,389,22252,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_1000nM_A,Trimethylamine N-oxide,6.88,2515,0,1696,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_1000nM_B,Trimethylamine N-oxide,7.17,22849,1856,3086,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_1000nM_Blk,Trimethylamine N-oxide,7.82,525,0,798,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH2_1000nM_C,Trimethylamine N-oxide,7.09,5728,0,1904,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_0nM_A,Trimethylamine N-oxide,7,42840,4111,4916,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_0nM_B,Trimethylamine N-oxide,5.66,133865,47618,8380,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_0nM_C,Trimethylamine N-oxide,5.64,153851,38585,9879,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_5nM_A,Trimethylamine N-oxide,6.89,51041,1455,5371,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_5nM_B,Trimethylamine N-oxide,5.67,153090,9512,8718,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_5nM_C,Trimethylamine N-oxide,5.72,62159,48625,5627,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_10nM_A,Trimethylamine N-oxide,5.64,143265,20114,9187,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_10nM_B,Trimethylamine N-oxide,5.72,122001,8880,8650,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_10nM_C,Trimethylamine N-oxide,5.64,82799,48736,6211,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_50nM_A,Trimethylamine N-oxide,7,45950,0,5906,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_50nM_B,Trimethylamine N-oxide,7.05,7292,0,2018,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_50nM_C,Trimethylamine N-oxide,5.66,249781,6254,12867,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_200nM_A,Trimethylamine N-oxide,7.02,22450,1346,4075,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_200nM_B,Trimethylamine N-oxide,5.66,237814,1755,12528,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_200nM_C,Trimethylamine N-oxide,5.64,175208,11830,10742,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_500nM_A,Trimethylamine N-oxide,5.69,142373,36165,9707,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_500nM_B,Trimethylamine N-oxide,5.63,359943,12766,18130,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_500nM_C,Trimethylamine N-oxide,5.64,209615,23238,11868,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_1500nM_A,Trimethylamine N-oxide,5.64,291713,0,15013,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_1500nM_B,Trimethylamine N-oxide,5.7,389460,920,18691,#N/A,molecules1,76.1557,42.276
molecules1,230808_UKH3_1500nM_C,Trimethylamine N-oxide,5.64,499330,408,23819,#N/A,molecules1,76.1557,42.276
molecules1,230808_Poo_UKH1_Full1,Proline,9.24,42624376,1947197,2093867,#N/A,molecules1,116.085,70.1022
molecules1,230808_Poo_UKH1_Full2,Proline,9.25,52463908,2256836,2555919,#N/A,molecules1,116.085,70.1022
molecules1,230808_Poo_UKH1_Full3,Proline,9.24,38212460,1309686,1991462,#N/A,molecules1,116.085,70.1022
molecules1,230808_Poo_UKH2_Full1,Proline,9.22,24136482,1752034,1181731,#N/A,molecules1,116.085,70.1022
molecules1,230808_Poo_UKH2_Full2,Proline,9.23,26483926,1250799,1366358,#N/A,molecules1,116.085,70.1022
molecules1,230808_Poo_UKH2_Full3,Proline,9.22,25617108,1996814,1295863,#N/A,molecules1,116.085,70.1022
molecules1,230808_Poo_UKH3_Full1,Proline,9.2,142947328,3798426,7689275,#N/A,molecules1,116.085,70.1022
molecules1,230808_Poo_UKH3_Full2,Proline,9.2,142682144,3671269,7774602,#N/A,molecules1,116.085,70.1022
