Rep,Cruise,Injec_vol
220902_Smp_TN397_DFBlk1_B,TN397,2
220902_Smp_TN397_DFBlk1_C,TN397,2
220902_Smp_TN397_MQBlk1_A,TN397,2
220902_Smp_TN397_MQBlk1_B,TN397,2
220902_Smp_TN397_MQBlk1_C,TN397,2
220902_Smp_TN397_S1_U_A,TN397,2
220902_Smp_TN397_S1_U_B,TN397,2
220902_Smp_TN397_S1_U_C,TN397,2
220902_Smp_TN397_S2_U_A,TN397,2
220902_Smp_TN397_S2_U_B,TN397,2
220902_Smp_TN397_S2_U_C,TN397,2
220902_Smp_TN397_S3_U_A,TN397,2
220902_Smp_TN397_S3_U_B,TN397,2
220902_Smp_TN397_S3_U_C,TN397,2
220902_Smp_TN397_S4_2400_U_A,TN397,2
220902_Smp_TN397_S4_2400_U_B,TN397,2
220902_Smp_TN397_S4_2400_U_C,TN397,2
220902_Smp_TN397_S4_U_600_A,TN397,2
220902_Smp_TN397_S4_U_600_B,TN397,2
220902_Smp_TN397_S4_U_600_C,TN397,2
220902_Smp_TN397_S4_U_1800_A,TN397,2
220902_Smp_TN397_S4_U_1800_B,TN397,2
220902_Smp_TN397_S4_U_1800_C,TN397,2
220902_Smp_TN397_S6_U_A,TN397,2
220902_Smp_TN397_S6_U_B,TN397,2
220902_Smp_TN397_S6_U_C,TN397,2
220902_Smp_TN397_S7_600_U_A,TN397,2
220902_Smp_TN397_S7_600_U_B,TN397,2
220902_Smp_TN397_S7_600_U_C,TN397,2
220902_Smp_TN397_S7_1800_U_A,TN397,2
220902_Smp_TN397_S7_1800_U_B,TN397,2
220902_Smp_TN397_S7_1800_U_C,TN397,2
220902_Smp_TN397_S8_U_A,TN397,2
220902_Smp_TN397_S8_U_B,TN397,2
220902_Smp_TN397_S8_U_C,TN397,2
220902_Smp_TN397_S9_600_U_A,TN397,2
220902_Smp_TN397_S9_600_U_B,TN397,2
220902_Smp_TN397_S9_600_U_C,TN397,2
220902_Smp_TN397_S9_1800_U_A,TN397,2
220902_Smp_TN397_S9_1800_U_B,TN397,2
220902_Smp_TN397_S9_1800_U_C,TN397,2
220902_Smp_TN397_S9_BB_A,TN397,2
220902_Smp_TN397_S9_BB_B,TN397,2
220902_Smp_TN397_S10_U_A,TN397,2
220902_Smp_TN397_S10_U_B,TN397,2
220902_Smp_TN397_S10_U_C,TN397,2
220902_Smp_TN397_S11_600_U_A,TN397,2
220902_Smp_TN397_S11_600_U_B,TN397,2
220902_Smp_TN397_S11_1800_U_A,TN397,2
220902_Smp_TN397_S11_1800_U_B,TN397,2
220902_Smp_TN397_S11_1800_U_C,TN397,2
220902_Smp_TN397_S12_600_U_A,TN397,2
220902_Smp_TN397_S12_600_U_B,TN397,2
220902_Smp_TN397_S12_600_U_C,TN397,2
220902_Smp_TN397_S12_800_U_A,TN397,2
220902_Smp_TN397_S12_800_U_B,TN397,2
220902_Smp_TN397_S12_800_U_C,TN397,2
220902_Smp_TN397_S12_1800_U_A,TN397,2
220902_Smp_TN397_S12_1800_U_B,TN397,2
220902_Smp_TN397_S12_1800_U_C,TN397,2
220902_Smp_TN397_S12_Blk_A,TN397,2
220902_Smp_TN397_S12_Blk_B,TN397,2
220902_Smp_TN397_S12_Blk_C,TN397,2
220902_Smp_TN397_S13_1800_U_A,TN397,2
220902_Smp_TN397_S13_1800_U_B,TN397,2
220902_Smp_TN397_S13_1800_U_C,TN397,2
220902_Smp_TN397_S14_U_A,TN397,2
220902_Smp_TN397_S14_U_B,TN397,2
220902_Smp_TN397_S14_U_C,TN397,2
220902_Smp_TN397_S15_U_A,TN397,2
220902_Smp_TN397_S15_U_B,TN397,2
220902_Smp_TN397_S15_U_C,TN397,2
220902_Smp_TN397_S16_U_A,TN397,2
220902_Smp_TN397_S16_U_B,TN397,2
220902_Smp_TN397_S16_U_C,TN397,2
220902_Smp_TN397_S17_U_A,TN397,2
220902_Smp_TN397_S17_U_B,TN397,2
220902_Smp_TN397_S17_U_C,TN397,2
220902_Smp_TN397_S18_U_A,TN397,2
220902_Smp_TN397_S18_U_B,TN397,2
220902_Smp_TN397_S18_U_C,TN397,2
220902_Smp_TN397_U1_A,TN397,2
220902_Smp_TN397_U1_B,TN397,2
220902_Smp_TN397_U1_C,TN397,2
220902_Smp_TN397_U2_A,TN397,2
220902_Smp_TN397_U2_B,TN397,2
220902_Smp_TN397_U2_C,TN397,2
220902_Smp_TN397_U3_A,TN397,2
220902_Smp_TN397_U3_B,TN397,2
220902_Smp_TN397_U3_C,TN397,2
220902_Smp_TN397_U4_A,TN397,2
220902_Smp_TN397_U4_B,TN397,2
220902_Smp_TN397_U4_C,TN397,2
220902_Smp_TN397_U5_A,TN397,2
220902_Smp_TN397_U5_B,TN397,2
220902_Smp_TN397_U5_C,TN397,2
220902_Smp_TN397_U6_A,TN397,2
220902_Smp_TN397_U6_B,TN397,2
220902_Smp_TN397_U6_C,TN397,2
220902_Smp_TN397_U7_A,TN397,2
220902_Smp_TN397_U7_B,TN397,2
220902_Smp_TN397_U7_C,TN397,2
220902_Smp_TN397_U8_BB,TN397,2
220902_Smp_TN397_U9_A,TN397,2
220902_Smp_TN397_U9_B,TN397,2
220902_Smp_TN397_U9_C,TN397,2
220902_Smp_TN397_U10_A,TN397,2
220902_Smp_TN397_U10_B,TN397,2
220902_Smp_TN397_U10_C,TN397,2
220902_Smp_TN397_U11_A,TN397,2
220902_Smp_TN397_U11_B,TN397,2
220902_Smp_TN397_U11_C,TN397,2
220902_Smp_TN397_U12_A,TN397,2
220902_Smp_TN397_U12_B,TN397,2
220902_Smp_TN397_U12_C,TN397,2
220902_Smp_TN397_U13_A,TN397,2
220902_Smp_TN397_U13_B,TN397,2
220902_Smp_TN397_U13_C,TN397,2
221006_Std_4uMStdsMix1InH2O_1,RC078,2
221006_Std_4uMStdsMix1InH2O_2,RC078,2
221006_Std_4uMStdsMix1InMatrix_1,RC078,2
221006_Std_4uMStdsMix1InMatrix_2,RC078,2
221006_Std_4uMStdsMix2InH2O_1,RC078,2
221006_Std_4uMStdsMix2InH2O_2,RC078,2
221006_Std_4uMStdsMix2InMatrix_1,RC078,2
221006_Std_4uMStdsMix2InMatrix_2,RC078,2
221006_Std_H2OinMatrix_1,RC078,2
221006_Std_H2OinMatrix_2,RC078,2
221006_Poo_TruePooRC_Full1,RC078,2
221006_Poo_TruePooRC_Full2,RC078,2
221006_Poo_TruePooRC_Full3,RC078,2
221006_Poo_TruePooRC_Full4,RC078,2
221006_Poo_TruePooRC_Half1,RC078,1
221006_Poo_TruePooRC_Half2,RC078,1
221006_Poo_TruePooRC_Half3,RC078,1
221006_Poo_TruePooRC_Half4,RC078,1
221006_Smp_S1_C1_5m_A,RC078,2
221006_Smp_S1_C1_5m_B,RC078,2
221006_Smp_S1_C1_5m_C,RC078,2
221006_Smp_S1_C1_DCM_A,RC078,2
221006_Smp_S1_C1_DCM_B,RC078,2
221006_Smp_S1_C1_DCM_C,RC078,2
221006_Smp_S2_C1_SRF_A,RC078,2
221006_Smp_S2_C1_SRF_B,RC078,2
221006_Smp_S2_C1_SRF_C,RC078,2
221006_Smp_S2_C2_D1_A,RC078,2
221006_Smp_S2_C2_D1_B,RC078,2
221006_Smp_S2_C2_D1_C,RC078,2
221006_Smp_S2_C2_D2_A,RC078,2
221006_Smp_S2_C2_D2_B,RC078,2
221006_Smp_S2_C2_D2_C,RC078,2
221006_Smp_S2_C3_D3_A,RC078,2
221006_Smp_S2_C3_D3_B,RC078,2
221006_Smp_S2_C3_D3_C,RC078,2
221006_Smp_S2_C3_D4_A,RC078,2
221006_Smp_S2_C3_D4_B,RC078,2
221006_Smp_S2_C3_D4_C,RC078,2
221006_Smp_S2_C4_D5_A,RC078,2
221006_Smp_S2_C4_D5_B,RC078,2
221006_Smp_S2_C4_D5_C,RC078,2
221006_Smp_S2_C4_D6_A,RC078,2
221006_Smp_S2_C4_D6_B,RC078,2
221006_Smp_S2_C4_D6_C,RC078,2
221006_Smp_S3_C1_D1_A,RC078,2
221006_Smp_S3_C1_D1_B,RC078,2
221006_Smp_S3_C1_D1_C,RC078,2
221006_Smp_S3_C1_D2_A,RC078,2
221006_Smp_S3_C1_D2_B,RC078,2
221006_Smp_S3_C1_D2_C,RC078,2
221006_Smp_S3_C2_D3_A,RC078,2
221006_Smp_S3_C2_D3_B,RC078,2
221006_Smp_S3_C2_D3_C,RC078,2
221006_Smp_S3_C2_D4_A,RC078,2
221006_Smp_S3_C2_D4_B,RC078,2
221006_Smp_S3_C2_D4_C,RC078,2
221006_Smp_S4_C1_D1_A,RC078,2
221006_Smp_S4_C1_D1_B,RC078,2
221006_Smp_S4_C1_D1_Blk,RC078,2
221006_Smp_S4_C1_D1_C,RC078,2
221006_Smp_S4_C1_D2_A,RC078,2
221006_Smp_S4_C1_D2_B,RC078,2
221006_Smp_S4_C1_D2_Blk,RC078,2
221006_Smp_S4_C1_D2_C,RC078,2
221006_Smp_S4_C2_D3_A,RC078,2
221006_Smp_S4_C2_D3_B,RC078,2
221006_Smp_S4_C2_D3_Blk,RC078,2
221006_Smp_S4_C2_D3_C,RC078,2
221006_Smp_S4_C2_D4_A,RC078,2
221006_Smp_S4_C2_D4_B,RC078,2
221006_Smp_S4_C2_D4_Blk,RC078,2
221006_Smp_S4_C2_D4_C,RC078,2
221006_Smp_S5_C3_D1_A,RC078,2
221006_Smp_S5_C3_D1_B,RC078,2
221006_Smp_S5_C3_D1_C,RC078,2
221006_Smp_S5_C3_D2_A,RC078,2
221006_Smp_S5_C3_D2_B,RC078,2
221006_Smp_S5_C3_D2_C,RC078,2
221006_Smp_S5_C3_D3_A,RC078,2
221006_Smp_S5_C3_D3_B,RC078,2
221006_Smp_S5_C3_D3_C,RC078,2
221006_Smp_S6_C1_D1_A,RC078,2
221006_Smp_S6_C1_D1_B,RC078,2
221006_Smp_S6_C1_D1_C,RC078,2
221006_Smp_S6_C1_D2_A,RC078,2
221006_Smp_S6_C1_D2_B,RC078,2
221006_Smp_S6_C1_D2_C,RC078,2
221006_Smp_S6_C2_D3_A,RC078,2
221006_Smp_S6_C2_D3_B,RC078,2
221006_Smp_S6_C2_D3_C,RC078,2
221006_Smp_S6_C2_D4_A,RC078,2
221006_Smp_S6_C2_D4_B,RC078,2
221006_Smp_S6_C2_D4_C,RC078,2
221006_Smp_S7_C1_D1_A,RC078,2
221006_Smp_S7_C1_D1_B,RC078,2
221006_Smp_S7_C1_D1_Blk,RC078,2
221006_Smp_S7_C1_D1_C,RC078,2
221006_Smp_S7_C1_D2_A,RC078,2
221006_Smp_S7_C1_D2_B,RC078,2
221006_Smp_S7_C1_D2_C,RC078,2
221006_Smp_S7_C2_D3_A,RC078,2
221006_Smp_S7_C2_D3_B,RC078,2
221006_Smp_S7_C2_D3_Blk,RC078,2
221006_Smp_S7_C2_D3_C,RC078,2
221006_Smp_S7_C2_D4_A,RC078,2
221006_Smp_S7_C2_D4_B,RC078,2
221006_Smp_S7_C2_D4_C,RC078,2
221006_Smp_S7_C3_D5_A,RC078,2
221006_Smp_S7_C3_D5_B,RC078,2
221006_Smp_S7_C3_D5_Blk,RC078,2
221006_Smp_S7_C3_D5_C,RC078,2
221006_Smp_S7_C3_D6_A,RC078,2
221006_Smp_S7_C3_D6_B,RC078,2
221006_Smp_S7_C3_D6_C,RC078,2
221006_Smp_S8_C1_D1_A_2L,RC078,2
221006_Smp_S8_C1_D1_A_4L,RC078,2
221006_Smp_S8_C1_D2_A,RC078,2
