SampID,Organism,Batch,Compound,min.area.flag,blk.flag,uM.in.vial.ave,uM_C_vial,uM_N_vial
220111_Smp_SA16_A_pos,SA16,Bacteria,Trigonelline,Flag,NA,1.0460189637811084e-4,7.322132746467758e-4,1.0460189637811084e-4
220111_Smp_SA16_B_pos,SA16,Bacteria,Trigonelline,NA,NA,3.1618799759094063e-4,0.00221331598313658,3.1618799759094063e-4
220111_Smp_SA16_C_pos,SA16,Bacteria,Trigonelline,NA,NA,3.781877351322126e-4,0.00264731414592548,3.781877351322126e-4
220111_Smp_SA36_A_pos,SA36,Bacteria,Trigonelline,NA,NA,2.514007245503071e-4,0.00175980507185214,2.514007245503071e-4
220111_Smp_SA36_B_pos,SA36,Bacteria,Trigonelline,NA,NA,6.483014179620904e-4,0.00453810992573463,6.483014179620904e-4
220111_Smp_SA36_C_pos,SA36,Bacteria,Trigonelline,NA,NA,0.0131015042907299,0.09171053003510936,0.0131015042907299
220111_Smp_SA42_A_pos,SA42,Bacteria,Trigonelline,NA,NA,0.00664903356626306,0.04654323496384147,0.00664903356626306
220111_Smp_SA44_B_pos,SA44,Bacteria,Trigonelline,NA,NA,0.01049195943796295,0.07344371606574064,0.01049195943796295
220111_Smp_SA44_C_pos,SA44,Bacteria,Trigonelline,NA,NA,0.02332397281584447,0.16326780971091134,0.02332397281584447
220111_Smp_SA55_A_pos,SA55,Bacteria,Trigonelline,NA,NA,0.00587725093727837,0.04114075656094863,0.00587725093727837
220111_Smp_SA55_B_pos,SA55,Bacteria,Trigonelline,NA,NA,0.00745584913948074,0.05219094397636522,0.00745584913948074
220111_Smp_SA55_C_pos,SA55,Bacteria,Trigonelline,NA,NA,9.295609772415962e-4,0.00650692684069117,9.295609772415962e-4
220111_Smp_SA59_A_pos,SA59,Bacteria,Trigonelline,NA,NA,3.686158458275951e-4,0.00258031092079316,3.686158458275951e-4
220111_Smp_SA59_B_pos,SA59,Bacteria,Trigonelline,Flag,NA,2.04829473468394e-4,0.00143380631427875,2.04829473468394e-4
220111_Smp_SA59_C_pos,SA59,Bacteria,Trigonelline,NA,NA,8.40413160609755e-4,0.00588289212426828,8.40413160609755e-4
220111_Smp_SA60_A_pos,SA60,Bacteria,Trigonelline,NA,NA,0.00119951043648046,0.00839657305536324,0.00119951043648046
220111_Smp_SA60_B_pos,SA60,Bacteria,Trigonelline,NA,NA,4.261858119593995e-4,0.00298330068371579,4.261858119593995e-4
220111_Smp_DSS3_C_pos,DSS3,Bacteria,Trimethylamine N-oxide,NA,NA,0.00111338236436701,0.00334014709310104,0.00111338236436701
211221_Smp_7803_F_pos,7803,Cyano,beta-Alaninebetaine,NA,NA,0.00461340518147302,0.02768043108883812,0.00461340518147302
211221_Smp_8501_D_pos,WH8501,Cyano,beta-Alaninebetaine,NA,NA,4.2012437788269434e-4,0.00252074626729616,4.2012437788269434e-4
211221_Smp_Nat_C_pos,NATL2A,Cyano,beta-Alaninebetaine,NA,NA,6.322625862173399e-4,0.00379357551730403,6.322625862173399e-4
211221_Smp_8501_C_pos,WH8501,Cyano,Dimethylsulfoniopropionate,NA,NA,0.02044737897227812,0.10223689486139063,NA
211221_Smp_7803_B_pos,7803,Cyano,Glycine betaine,NA,NA,612.0781726180568,3060.390863090284,612.0781726180568
211221_Smp_7803_F_pos,7803,Cyano,Glycine betaine,NA,NA,691.4370454009423,3457.1852270047116,691.4370454009423
211221_Smp_8102_A_pos,8102,Cyano,Glycine betaine,NA,NA,285.12462268897787,1425.6231134448894,285.12462268897787
211221_Smp_8102_F_pos,8102,Cyano,Glycine betaine,NA,NA,226.1150847396107,1130.575423698053,226.1150847396107
211221_Smp_8501_B_pos,WH8501,Cyano,Glycine betaine,NA,NA,0.6300318787667574,3.150159393833787,0.6300318787667574
211221_Smp_8501_C_pos,WH8501,Cyano,Glycine betaine,NA,NA,0.8956654462936038,4.478327231468019,0.8956654462936038
211221_Smp_8501_D_pos,WH8501,Cyano,Glycine betaine,NA,NA,0.7184905394581914,3.592452697290957,0.7184905394581914
211221_Smp_7803_B_pos,7803,Cyano,Homarine,NA,NA,0.9250854967245878,6.475598477072115,0.9250854967245878
211221_Smp_7803_F_pos,7803,Cyano,Homarine,NA,NA,1.1165061966475835,7.815543376533085,1.1165061966475835
211221_Smp_8102_A_pos,8102,Cyano,Homarine,NA,NA,314.7486509181516,2203.240556427061,314.7486509181516
211221_Smp_8102_F_pos,8102,Cyano,Homarine,NA,NA,317.6529685488054,2223.570779841638,317.6529685488054
211221_Smp_8501_B_pos,WH8501,Cyano,Homarine,NA,NA,0.04821897677416672,0.33753283741916706,0.04821897677416672
211221_Smp_8501_C_pos,WH8501,Cyano,Homarine,NA,NA,0.01249167216534667,0.0874417051574267,0.01249167216534667
211221_Smp_8501_D_pos,WH8501,Cyano,Homarine,NA,NA,0.0031890554204363,0.02232338794305414,0.0031890554204363
211221_Smp_MED4_F_pos,MED4,Cyano,Homarine,NA,NA,1.6224486121294333e-4,0.0011357140284906,1.6224486121294333e-4
211221_Smp_Nat_C_pos,NATL2A,Cyano,Homarine,NA,NA,1.6482740042205168e-4,0.00115379180295436,1.6482740042205168e-4
211221_Smp_7803_B_pos,7803,Cyano,Proline betaine,NA,NA,4.196428885568148e-4,0.0029375002198977,4.196428885568148e-4
211221_Smp_7803_F_pos,7803,Cyano,Proline betaine,NA,NA,3.176024862877588e-4,0.00222321740401431,3.176024862877588e-4
211221_Smp_8501_B_pos,WH8501,Cyano,Proline betaine,NA,NA,0.00619856394221135,0.04338994759547947,0.00619856394221135
211221_Smp_8501_C_pos,WH8501,Cyano,Proline betaine,NA,NA,0.00995932050636626,0.06971524354456388,0.00995932050636626
211221_Smp_8501_D_pos,WH8501,Cyano,Proline betaine,NA,NA,0.00769384651984603,0.05385692563892225,0.00769384651984603
211221_Smp_7803_B_pos,7803,Cyano,Trigonelline,NA,NA,0.00250187747763359,0.01751314234343519,0.00250187747763359
211221_Smp_7803_F_pos,7803,Cyano,Trigonelline,NA,NA,0.00219257274598739,0.01534800922191173,0.00219257274598739
211221_Smp_8102_A_pos,8102,Cyano,Trigonelline,NA,NA,0.00201345407691774,0.0140941785384242,0.00201345407691774
211221_Smp_8102_F_pos,8102,Cyano,Trigonelline,NA,NA,0.09363901572108566,0.6554731100475996,0.09363901572108566
211221_Smp_8501_B_pos,WH8501,Cyano,Trigonelline,NA,NA,6.149222167413116e-4,0.00430445551718918,6.149222167413116e-4
211221_Smp_8501_C_pos,WH8501,Cyano,Trigonelline,NA,NA,5.325787252345365e-4,0.00372805107664175,5.325787252345365e-4
211221_Smp_8501_D_pos,WH8501,Cyano,Trigonelline,NA,Flag,2.0114914660865736e-4,0.0014080440262606,2.0114914660865736e-4
211221_Smp_MED4_D_pos,MED4,Cyano,Trigonelline,NA,NA,1.7879453055606815e-4,0.00125156171389247,1.7879453055606815e-4
211215_Smp_Cy_A_pos,Cy,Diatom,beta-Alaninebetaine,NA,NA,0.03943801994430544,0.23662811966583264,0.03943801994430544
211215_Smp_Cy_B_pos,Cy,Diatom,beta-Alaninebetaine,NA,NA,0.03342603520773194,0.20055621124639167,0.03342603520773194
211215_Smp_Cy_C_pos,Cy,Diatom,beta-Alaninebetaine,NA,NA,0.04001549050298834,0.24009294301793008,0.04001549050298834
211215_Smp_Np_C_pos,Np,Diatom,beta-Alaninebetaine,NA,NA,0.00194199412279112,0.01165196473674675,0.00194199412279112
211215_Smp_Pc55x_A_pos,Pc55x,Diatom,beta-Alaninebetaine,NA,NA,9.752008456565876e-4,0.00585120507393952,9.752008456565876e-4
211215_Smp_Pc55x_B_pos,Pc55x,Diatom,beta-Alaninebetaine,NA,NA,3.9936620939743e-4,0.0023961972563846,3.9936620939743e-4
211215_Smp_Pc55x_C_pos,Pc55x,Diatom,beta-Alaninebetaine,NA,NA,6.054421502889536e-4,0.00363265290173372,6.054421502889536e-4
211215_Smp_Pt_C_pos,Pt,Diatom,beta-Alaninebetaine,NA,NA,0.00209826494185964,0.01258958965115787,0.00209826494185964
211215_Smp_To_A_pos,To,Diatom,beta-Alaninebetaine,NA,NA,3.382504272102417e-4,0.00202950256326145,3.382504272102417e-4
211215_Smp_To_B_pos,To,Diatom,beta-Alaninebetaine,Flag,Flag,1.8748743712167768e-4,0.00112492462273006,1.8748743712167768e-4
211215_Smp_To_C_pos,To,Diatom,beta-Alaninebetaine,NA,NA,4.344983139074325e-4,0.00260698988344459,4.344983139074325e-4
211215_Smp_Tp_A_pos,Tp,Diatom,beta-Alaninebetaine,NA,NA,0.02622695744402591,0.15736174466415545,0.02622695744402591
211215_Smp_Tp_E_pos,Tp,Diatom,beta-Alaninebetaine,NA,NA,0.01515368350317976,0.09092210101907856,0.01515368350317976
211215_Smp_Tp_F_pos,Tp,Diatom,beta-Alaninebetaine,NA,NA,0.01764379209312764,0.10586275255876584,0.01764379209312764
211215_Smp_Pc55x_A_pos,Pc55x,Diatom,Betonicine,NA,NA,0.01035160160016181,0.07246121120113272,0.01035160160016181
211215_Smp_Pc55x_B_pos,Pc55x,Diatom,Betonicine,NA,NA,0.01205099466766652,0.0843569626736657,0.01205099466766652
211215_Smp_Pc55x_C_pos,Pc55x,Diatom,Betonicine,NA,NA,0.00783508862836666,0.05484562039856664,0.00783508862836666
211215_Smp_Pt_C_pos,Pt,Diatom,Betonicine,NA,NA,0.06350470240107135,0.44453291680749946,0.06350470240107135
211215_Smp_Pt_F_pos,Pt,Diatom,Betonicine,NA,NA,0.05706308542876541,0.39944159800135787,0.05706308542876541
211215_Smp_To_A_pos,To,Diatom,Betonicine,NA,NA,2.782647393466704e-4,0.00194785317542669,2.782647393466704e-4
211215_Smp_To_B_pos,To,Diatom,Betonicine,NA,NA,9.21237145412844e-4,0.0064486600178899,9.21237145412844e-4
211215_Smp_To_C_pos,To,Diatom,Betonicine,NA,NA,9.058012313833836e-4,0.00634060861968368,9.058012313833836e-4
211215_Smp_Cy_A_pos,Cy,Diatom,Dimethylsulfonioacetate,NA,NA,0.2559388585655455,1.023755434262182,NA
211215_Smp_Cy_B_pos,Cy,Diatom,Dimethylsulfonioacetate,NA,NA,0.2161523852491694,0.8646095409966776,NA
211215_Smp_Cy_C_pos,Cy,Diatom,Dimethylsulfonioacetate,NA,NA,0.30348304002046383,1.2139321600818551,NA
211215_Smp_Pc55x_A_pos,Pc55x,Diatom,Dimethylsulfonioacetate,NA,NA,0.00410731491815374,0.01642925967261498,NA
211215_Smp_Pc55x_B_pos,Pc55x,Diatom,Dimethylsulfonioacetate,NA,NA,0.00507535359751267,0.02030141439005069,NA
211215_Smp_Pc55x_C_pos,Pc55x,Diatom,Dimethylsulfonioacetate,NA,NA,0.00203533137624416,0.00814132550497667,NA
211215_Smp_To_A_pos,To,Diatom,Dimethylsulfonioacetate,NA,NA,5.890190227517822e-4,0.00235607609100712,NA
211215_Smp_To_B_pos,To,Diatom,Dimethylsulfonioacetate,NA,NA,0.00467787834511994,0.01871151338047976,NA
211215_Smp_To_C_pos,To,Diatom,Dimethylsulfonioacetate,NA,NA,0.00420643353577477,0.01682573414309908,NA
211215_Smp_Tp_A_pos,Tp,Diatom,Dimethylsulfonioacetate,NA,NA,0.00453162878655492,0.0181265151462197,NA
211215_Smp_Tp_E_pos,Tp,Diatom,Dimethylsulfonioacetate,NA,NA,0.00296863114946888,0.01187452459787554,NA
211215_Smp_Tp_F_pos,Tp,Diatom,Dimethylsulfonioacetate,NA,NA,0.00326933079129726,0.01307732316518905,NA
211215_Smp_Cy_A_pos,Cy,Diatom,Dimethylsulfoniopropionate,NA,NA,518.5332422292086,2592.6662111460428,NA
211215_Smp_Cy_B_pos,Cy,Diatom,Dimethylsulfoniopropionate,NA,NA,508.3937416864951,2541.9687084324755,NA
211215_Smp_Cy_C_pos,Cy,Diatom,Dimethylsulfoniopropionate,NA,NA,650.524075034252,3252.6203751712596,NA
211215_Smp_Fc_A_pos,Fc,Diatom,Dimethylsulfoniopropionate,NA,NA,168.97573982074957,844.8786991037479,NA
211215_Smp_Fc_B_pos,Fc,Diatom,Dimethylsulfoniopropionate,NA,NA,150.1165017964509,750.5825089822545,NA
211215_Smp_Fc_C_pos,Fc,Diatom,Dimethylsulfoniopropionate,NA,NA,156.09333627050415,780.4666813525207,NA
211215_Smp_Np_A_pos,Np,Diatom,Dimethylsulfoniopropionate,NA,NA,0.00853400894319783,0.04267004471598918,NA
211215_Smp_Np_C_pos,Np,Diatom,Dimethylsulfoniopropionate,NA,NA,0.00105398778313222,0.00526993891566113,NA
211215_Smp_Np_F_pos,Np,Diatom,Dimethylsulfoniopropionate,Flag,Flag,1.685152407126822e-4,8.42576203563411e-4,NA
211215_Smp_Pc55x_A_pos,Pc55x,Diatom,Dimethylsulfoniopropionate,NA,NA,5.156547208049911,25.782736040249556,NA
211215_Smp_Pc55x_B_pos,Pc55x,Diatom,Dimethylsulfoniopropionate,NA,NA,5.526743459865709,27.633717299328545,NA
211215_Smp_Pc55x_C_pos,Pc55x,Diatom,Dimethylsulfoniopropionate,NA,NA,3.594299005698247,17.971495028491237,NA
211215_Smp_Pt_C_pos,Pt,Diatom,Dimethylsulfoniopropionate,NA,NA,259.6100715886099,1298.0503579430497,NA
