MF,FinalBMIS,Orig_RSD,Batch,FinalRSD,SampID,runDate,type,samp,replicate,Area,Adjusted_Area
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA16_B_pos,220111,Smp,SA16,B,64841,64841
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA16_C_pos,220111,Smp,SA16,C,112086,112086
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA36_A_pos,220111,Smp,SA36,A,0,0
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA36_B_pos,220111,Smp,SA36,B,47816,47816
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA36_C_pos,220111,Smp,SA36,C,0,0
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA42_A_pos,220111,Smp,SA42,A,0,0
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA44_B_pos,220111,Smp,SA44,B,0,0
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA44_C_pos,220111,Smp,SA44,C,0,0
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA48_A_pos,220111,Smp,SA48,A,15562,15562
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA48_B_pos,220111,Smp,SA48,B,12018,12018
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA48_C_pos,220111,Smp,SA48,C,209146,209146
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA53_A_pos,220111,Smp,SA53,A,283854,283854
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA53_B_pos,220111,Smp,SA53,B,423326,423326
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA53_C_pos,220111,Smp,SA53,C,276310,276310
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA55_A_pos,220111,Smp,SA55,A,0,0
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA55_B_pos,220111,Smp,SA55,B,0,0
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA55_C_pos,220111,Smp,SA55,C,19920,19920
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA59_A_pos,220111,Smp,SA59,A,19198,19198
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA59_B_pos,220111,Smp,SA59,B,0,0
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA59_C_pos,220111,Smp,SA59,C,0,0
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA60_A_pos,220111,Smp,SA60,A,6835,6835
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SA60_B_pos,220111,Smp,SA60,B,14666,14666
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SCM1_Exp1_pos,220111,Smp,SCM1,Exp1,445732,445732
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SCM1_Exp2_pos,220111,Smp,SCM1,Exp2,322151,322151
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SCM1_Exp3_pos,220111,Smp,SCM1,Exp3,97995,97995
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SCM1_St1_pos,220111,Smp,SCM1,St1,719039,719039
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SCM1_St2_pos,220111,Smp,SCM1,St2,1907398,1907398
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SCM1_St3_pos,220111,Smp,SCM1,St3,72509,72509
Betonicine,Inj_vol,0.7675058433033254,Bacteria,0.7675058433033254,220111_Smp_SCM1_St4_pos,220111,Smp,SCM1,St4,1286512,1286512
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Poo_TruePooDiatoms_Full1,211215,Poo,TruePooDiatoms,Full1,4580496,4580496
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Poo_TruePooDiatoms_Full2,211215,Poo,TruePooDiatoms,Full2,4497725,4497725
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Poo_TruePooDiatoms_Full3,211215,Poo,TruePooDiatoms,Full3,3988899,3988899
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Poo_TruePooDiatoms_Half1,211215,Poo,TruePooDiatoms,Half1,2419413,4838826
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Poo_TruePooDiatoms_Half2,211215,Poo,TruePooDiatoms,Half2,2188028,4376056
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Poo_TruePooDiatoms_Half3,211215,Poo,TruePooDiatoms,Half3,2120684,4241368
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Blk_MediaBlk_A_pos,211215,Blk,MediaBlk,A,15648,15648
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Blk_MediaBlk_B_pos,211215,Blk,MediaBlk,B,8082,8082
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Blk_MediaBlk_Fc_pos,211215,Blk,MediaBlk,Fc,0,0
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Blk_MediaBlk_Pc55x_pos,211215,Blk,MediaBlk,Pc55x,0,0
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Blk_MediaBlk_Z_pos,211215,Blk,MediaBlk,Z,0,0
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Cy_A_pos,211215,Smp,Cy,A,55400,55400
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Cy_B_pos,211215,Smp,Cy,B,44719,44719
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Cy_C_pos,211215,Smp,Cy,C,42845,42845
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Fc_A_pos,211215,Smp,Fc,A,15894,15894
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Fc_B_pos,211215,Smp,Fc,B,6102,6102
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Fc_C_pos,211215,Smp,Fc,C,0,0
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Np_A_pos,211215,Smp,Np,A,39811,39811
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Np_C_pos,211215,Smp,Np,C,25298,25298
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Np_F_pos,211215,Smp,Np,F,49543,49543
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Pc55x_A_pos,211215,Smp,Pc55x,A,4578309,4578309
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Pc55x_B_pos,211215,Smp,Pc55x,B,5329917,5329917
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Pc55x_C_pos,211215,Smp,Pc55x,C,3465305,3465305
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Pt_C_pos,211215,Smp,Pt,C,28086876,28086876
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Pt_F_pos,211215,Smp,Pt,F,25237876,25237876
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_To_A_pos,211215,Smp,To,A,123071,123071
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_To_B_pos,211215,Smp,To,B,407445,407445
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_To_C_pos,211215,Smp,To,C,400618,400618
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Tp_A_pos,211215,Smp,Tp,A,25586,25586
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Tp_E_pos,211215,Smp,Tp,E,19540,19540
Betonicine,Inj_vol,0.06610002780853277,Diatom,0.06610002780853277,211215_Smp_Tp_F_pos,211215,Smp,Tp,F,11728,11728
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Poo_TruePooDinosGreens_Full1,211218,Poo,TruePooDinosGreens,Full1,57897,57897
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Poo_TruePooDinosGreens_Full2,211218,Poo,TruePooDinosGreens,Full2,48144,48144
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Poo_TruePooDinosGreens_Full3,211218,Poo,TruePooDinosGreens,Full3,55155,55155
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Poo_TruePooDinosGreens_Half1,211218,Poo,TruePooDinosGreens,Half1,42456,84912
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Poo_TruePooDinosGreens_Half2,211218,Poo,TruePooDinosGreens,Half2,0,0
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Poo_TruePooDinosGreens_Half3,211218,Poo,TruePooDinosGreens,Half3,42462,84924
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Blk_MediaBlk_21_pos,211218,Blk,MediaBlk,21,5379,5379
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Blk_MediaBlk_49_pos,211218,Blk,MediaBlk,49,5060,5060
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Blk_MediaBlk_71_pos,211218,Blk,MediaBlk,71,6039,6039
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Blk_MediaBlk_3430_pos,211218,Blk,MediaBlk,3430,0,0
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Blk_MediaBlk_N_pos,211218,Blk,MediaBlk,N,0,0
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Blk_MediaBlk_O_pos,211218,Blk,MediaBlk,O,8258,8258
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_449_A_pos,211218,Smp,449,A,8219,8219
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_449_B_pos,211218,Smp,449,B,5814,5814
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_449_C_pos,211218,Smp,449,C,9561,9561
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_1314_A_pos,211218,Smp,1314,A,5147,5147
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_1314_B_pos,211218,Smp,1314,B,10399,10399
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_1314_C_pos,211218,Smp,1314,C,5619,5619
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_1545_A_pos,211218,Smp,1545,A,9299,9299
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_1545_B_pos,211218,Smp,1545,B,7621,7621
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_1545_C_pos,211218,Smp,1545,C,4936,4936
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_1771_A_pos,211218,Smp,1771,A,8808,8808
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_1771_B_pos,211218,Smp,1771,B,12149,12149
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_1771_C_pos,211218,Smp,1771,C,8337,8337
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_2021_A_pos,211218,Smp,2021,A,0,0
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_2021_B_pos,211218,Smp,2021,B,0,0
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_2021_C_pos,211218,Smp,2021,C,0,0
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_3430_A_pos,211218,Smp,3430,A,12305,12305
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_3430_B_pos,211218,Smp,3430,B,10561,10561
Betonicine,Inj_vol,0.5656911192454472,Dino_Green,0.5656911192454472,211218_Smp_3430_C_pos,211218,Smp,3430,C,10703,10703
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Blk_MediaBlk_C_pos,220104,Blk,MediaBlk,C,0,0
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Blk_MediaBlk_H_pos,220104,Blk,MediaBlk,H,0,0
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Blk_MediaBlk_LInoSi_pos,220104,Blk,MediaBlk,LInoSi,5091,5091
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Blk_MediaBlk_RAC5_pos,220104,Blk,MediaBlk,RAC5,4351,4351
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Poo_TruePooHaptophytes_Full1,220104,Poo,TruePooHaptophytes,Full1,185246,185246
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Poo_TruePooHaptophytes_Full2,220104,Poo,TruePooHaptophytes,Full2,113839,113839
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Poo_TruePooHaptophytes_Full3,220104,Poo,TruePooHaptophytes,Full3,96609,96609
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Poo_TruePooHaptophytes_Half1,220104,Poo,TruePooHaptophytes,Half1,0,0
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Poo_TruePooHaptophytes_Half2,220104,Poo,TruePooHaptophytes,Half2,78935,157870
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Poo_TruePooHaptophytes_Half3,220104,Poo,TruePooHaptophytes,Half3,44402,88804
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_116-1_A_pos,220104,Smp,116-1,A,0,0
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_116-1_B_pos,220104,Smp,116-1,B,0,0
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_116-1_C_pos,220104,Smp,116-1,C,15515,15515
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_371_A_pos,220104,Smp,371,A,4961,4961
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_371_B_pos,220104,Smp,371,B,0,0
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_371_C_pos,220104,Smp,371,C,0,0
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_2090_A_pos,220104,Smp,2090,A,6639,6639
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_2090_B_pos,220104,Smp,2090,B,13912,13912
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_2090_C_pos,220104,Smp,2090,C,0,0
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_Ca_A_pos,220104,Smp,Ca,A,0,0
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_Ca_B_pos,220104,Smp,Ca,B,12117,12117
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_Ca_C_pos,220104,Smp,Ca,C,28093,28093
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_Cr_A_pos,220104,Smp,Cr,A,0,0
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_Cr_B_pos,220104,Smp,Cr,B,0,0
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_Cr_C_pos,220104,Smp,Cr,C,0,0
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_Cs_A_pos,220104,Smp,Cs,A,28103,28103
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_Cs_B_pos,220104,Smp,Cs,B,34982,34982
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_Cs_C_pos,220104,Smp,Cs,C,17526,17526
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_P3_A_pos,220104,Smp,P3,A,12158,12158
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_P3_B_pos,220104,Smp,P3,B,7767,7767
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_P3_C_pos,220104,Smp,P3,C,12514,12514
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_P5-5_A_pos,220104,Smp,P5-5,A,10869,10869
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_P5-5_B_pos,220104,Smp,P5-5,B,0,0
Betonicine,Inj_vol,0.600191581461077,Haptophyte,0.600191581461077,220104_Smp_P5-5_C_pos,220104,Smp,P5-5,C,0,0
Dimethylsulfonioacetate,Inj_vol,0.0439158838023781,Diatom,0.0439158838023781,211215_Poo_TruePooDiatoms_Full1,211215,Poo,TruePooDiatoms,Full1,8149175,8149175
Dimethylsulfonioacetate,Inj_vol,0.0439158838023781,Diatom,0.0439158838023781,211215_Poo_TruePooDiatoms_Full2,211215,Poo,TruePooDiatoms,Full2,8149167,8149167
Dimethylsulfonioacetate,Inj_vol,0.0439158838023781,Diatom,0.0439158838023781,211215_Poo_TruePooDiatoms_Full3,211215,Poo,TruePooDiatoms,Full3,7487786,7487786
Dimethylsulfonioacetate,Inj_vol,0.0439158838023781,Diatom,0.0439158838023781,211215_Poo_TruePooDiatoms_Half1,211215,Poo,TruePooDiatoms,Half1,4077631,8155262
