Rep,Compound,Area,Batch
220111_Smp_SAR11_DE_pos,beta-Alaninebetaine,86583,Bacteria
220111_Smp_SAR11_F_pos,beta-Alaninebetaine,51259,Bacteria
220111_Smp_SAR11_GH_pos,beta-Alaninebetaine,45569,Bacteria
220111_Smp_SAR11_I_pos,beta-Alaninebetaine,50163,Bacteria
220111_Smp_SCM1_Exp1_pos,beta-Alaninebetaine,40563,Bacteria
220111_Smp_SCM1_Exp2_pos,beta-Alaninebetaine,21138,Bacteria
220111_Smp_SCM1_Exp3_pos,beta-Alaninebetaine,74844,Bacteria
220111_Smp_SCM1_St1_pos,beta-Alaninebetaine,73357,Bacteria
220111_Smp_SCM1_St2_pos,beta-Alaninebetaine,83099,Bacteria
220111_Smp_SCM1_St3_pos,beta-Alaninebetaine,82015,Bacteria
220111_Smp_SCM1_St4_pos,beta-Alaninebetaine,NA,Bacteria
220111_Std_4uMStdsMix1InH2O_1,Betonicine,88991,Bacteria
220111_Std_4uMStdsMix1InH2O_2,Betonicine,23453,Bacteria
220111_Std_4uMStdsMix1InMatrix_1,Betonicine,76276,Bacteria
220111_Std_4uMStdsMix1InMatrix_2,Betonicine,50136,Bacteria
220111_Std_4uMStdsMix2InH2O_1,Betonicine,1051271360,Bacteria
220111_Std_4uMStdsMix2InH2O_2,Betonicine,1428664704,Bacteria
220111_Std_4uMStdsMix2InMatrix_1,Betonicine,991428352,Bacteria
220111_Std_4uMStdsMix2InMatrix_2,Betonicine,1460263680,Bacteria
220111_Std_H2OinMatrix_1,Betonicine,38666,Bacteria
220111_Std_H2OinMatrix_2,Betonicine,54977,Bacteria
220111_Blk_MediaBlk_A_pos,Betonicine,0,Bacteria
220111_Blk_MediaBlk_AMS_pos,Betonicine,7431,Bacteria
220111_Blk_MediaBlk_AOA_pos,Betonicine,7512,Bacteria
220111_Blk_MediaBlk_B_pos,Betonicine,0,Bacteria
220111_Poo_TruePooBacteria_Full1,Betonicine,30241,Bacteria
220111_Poo_TruePooBacteria_Full2,Betonicine,236483,Bacteria
220111_Poo_TruePooBacteria_Full3,Betonicine,83896,Bacteria
220111_Poo_TruePooBacteria_Half1,Betonicine,27789,Bacteria
220111_Poo_TruePooBacteria_Half2,Betonicine,38214,Bacteria
220111_Poo_TruePooBacteria_Half3,Betonicine,42375,Bacteria
220111_Smp_DSS3_A_pos,Betonicine,669400,Bacteria
220111_Smp_DSS3_B_pos,Betonicine,1742117,Bacteria
220111_Smp_DSS3_C_pos,Betonicine,2233332,Bacteria
220111_Smp_Och_A_pos,Betonicine,NA,Bacteria
220111_Smp_Och_B_pos,Betonicine,NA,Bacteria
220111_Smp_Och_C_pos,Betonicine,NA,Bacteria
220111_Smp_SA7_A_pos,Betonicine,13378,Bacteria
220111_Smp_SA7_B_pos,Betonicine,NA,Bacteria
220111_Smp_SA7_C_pos,Betonicine,7903,Bacteria
220111_Smp_SA11_A_pos,Betonicine,516455,Bacteria
220111_Smp_SA11_B_pos,Betonicine,619950,Bacteria
220111_Smp_SA11_C_pos,Betonicine,188098,Bacteria
220111_Smp_SA16_A_pos,Betonicine,31689,Bacteria
220111_Smp_SA16_B_pos,Betonicine,64841,Bacteria
220111_Smp_SA16_C_pos,Betonicine,112086,Bacteria
220111_Smp_SA36_A_pos,Betonicine,NA,Bacteria
220111_Smp_SA36_B_pos,Betonicine,47816,Bacteria
220111_Smp_SA36_C_pos,Betonicine,NA,Bacteria
220111_Smp_SA42_A_pos,Betonicine,NA,Bacteria
220111_Smp_SA44_B_pos,Betonicine,NA,Bacteria
220111_Smp_SA44_C_pos,Betonicine,NA,Bacteria
220111_Smp_SA48_A_pos,Betonicine,15562,Bacteria
220111_Smp_SA48_B_pos,Betonicine,12018,Bacteria
220111_Smp_SA48_C_pos,Betonicine,209146,Bacteria
220111_Smp_SA53_A_pos,Betonicine,283854,Bacteria
220111_Smp_SA53_B_pos,Betonicine,423326,Bacteria
220111_Smp_SA53_C_pos,Betonicine,276310,Bacteria
220111_Smp_SA55_A_pos,Betonicine,NA,Bacteria
220111_Smp_SA55_B_pos,Betonicine,NA,Bacteria
220111_Smp_SA55_C_pos,Betonicine,19920,Bacteria
220111_Smp_SA59_A_pos,Betonicine,19198,Bacteria
220111_Smp_SA59_B_pos,Betonicine,NA,Bacteria
220111_Smp_SA59_C_pos,Betonicine,NA,Bacteria
220111_Smp_SA60_A_pos,Betonicine,6835,Bacteria
220111_Smp_SA60_B_pos,Betonicine,14666,Bacteria
220111_Smp_SAR11_AB_pos,Betonicine,23008,Bacteria
220111_Smp_SAR11_C_pos,Betonicine,6042,Bacteria
220111_Smp_SAR11_DE_pos,Betonicine,7084,Bacteria
220111_Smp_SAR11_F_pos,Betonicine,6545,Bacteria
220111_Smp_SAR11_GH_pos,Betonicine,5277,Bacteria
220111_Smp_SAR11_I_pos,Betonicine,NA,Bacteria
220111_Smp_SCM1_Exp1_pos,Betonicine,445732,Bacteria
220111_Smp_SCM1_Exp2_pos,Betonicine,322151,Bacteria
220111_Smp_SCM1_Exp3_pos,Betonicine,97995,Bacteria
220111_Smp_SCM1_St1_pos,Betonicine,719039,Bacteria
220111_Smp_SCM1_St2_pos,Betonicine,1907398,Bacteria
220111_Smp_SCM1_St3_pos,Betonicine,72509,Bacteria
220111_Smp_SCM1_St4_pos,Betonicine,1286512,Bacteria
220111_Std_4uMStdsMix1InH2O_1,Dimethylsulfonioacetate,NA,Bacteria
220111_Std_4uMStdsMix1InH2O_2,Dimethylsulfonioacetate,NA,Bacteria
220111_Std_4uMStdsMix1InMatrix_1,Dimethylsulfonioacetate,NA,Bacteria
220111_Std_4uMStdsMix1InMatrix_2,Dimethylsulfonioacetate,NA,Bacteria
220111_Std_4uMStdsMix2InH2O_1,Dimethylsulfonioacetate,409305056,Bacteria
220111_Std_4uMStdsMix2InH2O_2,Dimethylsulfonioacetate,547842688,Bacteria
220111_Std_4uMStdsMix2InMatrix_1,Dimethylsulfonioacetate,402342560,Bacteria
220111_Std_4uMStdsMix2InMatrix_2,Dimethylsulfonioacetate,571303552,Bacteria
220111_Std_H2OinMatrix_1,Dimethylsulfonioacetate,NA,Bacteria
220111_Std_H2OinMatrix_2,Dimethylsulfonioacetate,NA,Bacteria
220111_Blk_MediaBlk_A_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Blk_MediaBlk_AMS_pos,Dimethylsulfonioacetate,4008,Bacteria
220111_Blk_MediaBlk_AOA_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Blk_MediaBlk_B_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Poo_TruePooBacteria_Full1,Dimethylsulfonioacetate,NA,Bacteria
220111_Poo_TruePooBacteria_Full2,Dimethylsulfonioacetate,NA,Bacteria
220111_Poo_TruePooBacteria_Full3,Dimethylsulfonioacetate,NA,Bacteria
220111_Poo_TruePooBacteria_Half1,Dimethylsulfonioacetate,NA,Bacteria
220111_Poo_TruePooBacteria_Half2,Dimethylsulfonioacetate,NA,Bacteria
220111_Poo_TruePooBacteria_Half3,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_DSS3_A_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_DSS3_B_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_DSS3_C_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_Och_A_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_Och_B_pos,Dimethylsulfonioacetate,4571,Bacteria
220111_Smp_Och_C_pos,Dimethylsulfonioacetate,5616,Bacteria
220111_Smp_SA7_A_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA7_B_pos,Dimethylsulfonioacetate,8847,Bacteria
220111_Smp_SA7_C_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA11_A_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA11_B_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA11_C_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA16_A_pos,Dimethylsulfonioacetate,9282,Bacteria
220111_Smp_SA16_B_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA16_C_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA36_A_pos,Dimethylsulfonioacetate,12878,Bacteria
220111_Smp_SA36_B_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA36_C_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA42_A_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA44_B_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA44_C_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA48_A_pos,Dimethylsulfonioacetate,3431,Bacteria
220111_Smp_SA48_B_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA48_C_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA53_A_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA53_B_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA53_C_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA55_A_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA55_B_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA55_C_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA59_A_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA59_B_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA59_C_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA60_A_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SA60_B_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SAR11_AB_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SAR11_C_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SAR11_DE_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SAR11_F_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SAR11_GH_pos,Dimethylsulfonioacetate,2738,Bacteria
220111_Smp_SAR11_I_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SCM1_Exp1_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SCM1_Exp2_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SCM1_Exp3_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SCM1_St1_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SCM1_St2_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SCM1_St3_pos,Dimethylsulfonioacetate,NA,Bacteria
220111_Smp_SCM1_St4_pos,Dimethylsulfonioacetate,8409,Bacteria
220111_Std_4uMStdsMix1InH2O_1,Dimethylsulfoniopropionate,4571,Bacteria
220111_Std_4uMStdsMix1InH2O_2,Dimethylsulfoniopropionate,7760,Bacteria
220111_Std_4uMStdsMix1InMatrix_1,Dimethylsulfoniopropionate,7632229,Bacteria
220111_Std_4uMStdsMix1InMatrix_2,Dimethylsulfoniopropionate,6161148,Bacteria
220111_Std_4uMStdsMix2InH2O_1,Dimethylsulfoniopropionate,786874112,Bacteria
220111_Std_4uMStdsMix2InH2O_2,Dimethylsulfoniopropionate,1262251904,Bacteria
220111_Std_4uMStdsMix2InMatrix_1,Dimethylsulfoniopropionate,795944320,Bacteria
220111_Std_4uMStdsMix2InMatrix_2,Dimethylsulfoniopropionate,899985856,Bacteria
220111_Std_H2OinMatrix_1,Dimethylsulfoniopropionate,7861693,Bacteria
220111_Std_H2OinMatrix_2,Dimethylsulfoniopropionate,6247737,Bacteria
220111_Blk_MediaBlk_A_pos,Dimethylsulfoniopropionate,0,Bacteria
220111_Blk_MediaBlk_AMS_pos,Dimethylsulfoniopropionate,571633408,Bacteria
220111_Blk_MediaBlk_AOA_pos,Dimethylsulfoniopropionate,0,Bacteria
220111_Blk_MediaBlk_B_pos,Dimethylsulfoniopropionate,0,Bacteria
220111_Poo_TruePooBacteria_Full1,Dimethylsulfoniopropionate,10960984,Bacteria
220111_Poo_TruePooBacteria_Full2,Dimethylsulfoniopropionate,11269549,Bacteria
220111_Poo_TruePooBacteria_Full3,Dimethylsulfoniopropionate,10496410,Bacteria
220111_Poo_TruePooBacteria_Half1,Dimethylsulfoniopropionate,5413445,Bacteria
220111_Poo_TruePooBacteria_Half2,Dimethylsulfoniopropionate,5665664,Bacteria
220111_Poo_TruePooBacteria_Half3,Dimethylsulfoniopropionate,5606518,Bacteria
220111_Smp_DSS3_A_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_DSS3_B_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_DSS3_C_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_Och_A_pos,Dimethylsulfoniopropionate,6286,Bacteria
220111_Smp_Och_B_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_Och_C_pos,Dimethylsulfoniopropionate,5998,Bacteria
220111_Smp_SA7_A_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA7_B_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA7_C_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA11_A_pos,Dimethylsulfoniopropionate,347411,Bacteria
220111_Smp_SA11_B_pos,Dimethylsulfoniopropionate,1385408,Bacteria
220111_Smp_SA11_C_pos,Dimethylsulfoniopropionate,811460,Bacteria
220111_Smp_SA16_A_pos,Dimethylsulfoniopropionate,859303,Bacteria
220111_Smp_SA16_B_pos,Dimethylsulfoniopropionate,637153,Bacteria
220111_Smp_SA16_C_pos,Dimethylsulfoniopropionate,622752,Bacteria
220111_Smp_SA36_A_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA36_B_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA36_C_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA42_A_pos,Dimethylsulfoniopropionate,268200944,Bacteria
220111_Smp_SA44_B_pos,Dimethylsulfoniopropionate,45527,Bacteria
220111_Smp_SA44_C_pos,Dimethylsulfoniopropionate,5662,Bacteria
220111_Smp_SA48_A_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA48_B_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA48_C_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA53_A_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA53_B_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA53_C_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA55_A_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA55_B_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA55_C_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA59_A_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA59_B_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA59_C_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA60_A_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SA60_B_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SAR11_AB_pos,Dimethylsulfoniopropionate,3500353792,Bacteria
220111_Smp_SAR11_C_pos,Dimethylsulfoniopropionate,2461771008,Bacteria
220111_Smp_SAR11_DE_pos,Dimethylsulfoniopropionate,4456984064,Bacteria
220111_Smp_SAR11_F_pos,Dimethylsulfoniopropionate,3122149888,Bacteria
220111_Smp_SAR11_GH_pos,Dimethylsulfoniopropionate,4400017408,Bacteria
220111_Smp_SAR11_I_pos,Dimethylsulfoniopropionate,2971577344,Bacteria
220111_Smp_SCM1_Exp1_pos,Dimethylsulfoniopropionate,4105,Bacteria
220111_Smp_SCM1_Exp2_pos,Dimethylsulfoniopropionate,2483,Bacteria
220111_Smp_SCM1_Exp3_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SCM1_St1_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SCM1_St2_pos,Dimethylsulfoniopropionate,146851,Bacteria
220111_Smp_SCM1_St3_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Smp_SCM1_St4_pos,Dimethylsulfoniopropionate,NA,Bacteria
220111_Std_4uMStdsMix1InH2O_1,Glycine betaine,1419591552,Bacteria
220111_Std_4uMStdsMix1InH2O_2,Glycine betaine,2091080960,Bacteria
220111_Std_4uMStdsMix1InMatrix_1,Glycine betaine,1772914176,Bacteria
220111_Std_4uMStdsMix1InMatrix_2,Glycine betaine,2333539584,Bacteria
220111_Std_4uMStdsMix2InH2O_1,Glycine betaine,335043,Bacteria
220111_Std_4uMStdsMix2InH2O_2,Glycine betaine,143884,Bacteria
220111_Std_4uMStdsMix2InMatrix_1,Glycine betaine,219075952,Bacteria
220111_Std_4uMStdsMix2InMatrix_2,Glycine betaine,213940848,Bacteria
220111_Std_H2OinMatrix_1,Glycine betaine,222801520,Bacteria
220111_Std_H2OinMatrix_2,Glycine betaine,200079072,Bacteria
220111_Blk_MediaBlk_A_pos,Glycine betaine,44980588,Bacteria
220111_Blk_MediaBlk_AMS_pos,Glycine betaine,33995304,Bacteria
220111_Blk_MediaBlk_AOA_pos,Glycine betaine,30426230,Bacteria
220111_Blk_MediaBlk_B_pos,Glycine betaine,47555268,Bacteria
220111_Poo_TruePooBacteria_Full1,Glycine betaine,310343264,Bacteria
220111_Poo_TruePooBacteria_Full2,Glycine betaine,335447456,Bacteria
220111_Poo_TruePooBacteria_Full3,Glycine betaine,331527968,Bacteria
220111_Poo_TruePooBacteria_Half1,Glycine betaine,158373824,Bacteria
220111_Poo_TruePooBacteria_Half2,Glycine betaine,162439024,Bacteria
220111_Poo_TruePooBacteria_Half3,Glycine betaine,171467424,Bacteria
220111_Smp_DSS3_A_pos,Glycine betaine,1117720448,Bacteria
220111_Smp_DSS3_B_pos,Glycine betaine,1207003648,Bacteria
220111_Smp_DSS3_C_pos,Glycine betaine,974537152,Bacteria
220111_Smp_Och_A_pos,Glycine betaine,32976996,Bacteria
220111_Smp_Och_B_pos,Glycine betaine,51210624,Bacteria
220111_Smp_Och_C_pos,Glycine betaine,52260516,Bacteria
220111_Smp_SA7_A_pos,Glycine betaine,396224448,Bacteria
220111_Smp_SA7_B_pos,Glycine betaine,696945088,Bacteria
220111_Smp_SA7_C_pos,Glycine betaine,303200608,Bacteria
220111_Smp_SA11_A_pos,Glycine betaine,106158912,Bacteria
220111_Smp_SA11_B_pos,Glycine betaine,123022736,Bacteria
220111_Smp_SA11_C_pos,Glycine betaine,120235464,Bacteria
220111_Smp_SA16_A_pos,Glycine betaine,208842032,Bacteria
220111_Smp_SA16_B_pos,Glycine betaine,211861824,Bacteria
220111_Smp_SA16_C_pos,Glycine betaine,196305456,Bacteria
220111_Smp_SA36_A_pos,Glycine betaine,231300832,Bacteria
220111_Smp_SA36_B_pos,Glycine betaine,256981648,Bacteria
220111_Smp_SA36_C_pos,Glycine betaine,244863040,Bacteria
220111_Smp_SA42_A_pos,Glycine betaine,128121592,Bacteria
220111_Smp_SA44_B_pos,Glycine betaine,295314304,Bacteria
220111_Smp_SA44_C_pos,Glycine betaine,312232896,Bacteria
220111_Smp_SA48_A_pos,Glycine betaine,71975720,Bacteria
220111_Smp_SA48_B_pos,Glycine betaine,69431656,Bacteria
220111_Smp_SA48_C_pos,Glycine betaine,129721336,Bacteria
220111_Smp_SA53_A_pos,Glycine betaine,176763872,Bacteria
220111_Smp_SA53_B_pos,Glycine betaine,205155056,Bacteria
220111_Smp_SA53_C_pos,Glycine betaine,202899008,Bacteria
220111_Smp_SA55_A_pos,Glycine betaine,717338624,Bacteria
220111_Smp_SA55_B_pos,Glycine betaine,809690752,Bacteria
220111_Smp_SA55_C_pos,Glycine betaine,457473184,Bacteria
220111_Smp_SA59_A_pos,Glycine betaine,354192832,Bacteria
220111_Smp_SA59_B_pos,Glycine betaine,310742592,Bacteria
220111_Smp_SA59_C_pos,Glycine betaine,364465504,Bacteria
220111_Smp_SA60_A_pos,Glycine betaine,55365008,Bacteria
220111_Smp_SA60_B_pos,Glycine betaine,50381184,Bacteria
220111_Smp_SAR11_AB_pos,Glycine betaine,108635184,Bacteria
220111_Smp_SAR11_C_pos,Glycine betaine,73493672,Bacteria
220111_Smp_SAR11_DE_pos,Glycine betaine,128832840,Bacteria
220111_Smp_SAR11_F_pos,Glycine betaine,100403856,Bacteria
220111_Smp_SAR11_GH_pos,Glycine betaine,118386352,Bacteria
220111_Smp_SAR11_I_pos,Glycine betaine,85157648,Bacteria
220111_Smp_SCM1_Exp1_pos,Glycine betaine,25269718,Bacteria
220111_Smp_SCM1_Exp2_pos,Glycine betaine,18902370,Bacteria
220111_Smp_SCM1_Exp3_pos,Glycine betaine,27241942,Bacteria
220111_Smp_SCM1_St1_pos,Glycine betaine,28803230,Bacteria
220111_Smp_SCM1_St2_pos,Glycine betaine,23760622,Bacteria
220111_Smp_SCM1_St3_pos,Glycine betaine,27091578,Bacteria
220111_Smp_SCM1_St4_pos,Glycine betaine,33713104,Bacteria
220111_Std_4uMStdsMix1InH2O_1,Gonyol,NA,Bacteria
220111_Std_4uMStdsMix1InH2O_2,Gonyol,NA,Bacteria
220111_Std_4uMStdsMix1InMatrix_1,Gonyol,NA,Bacteria
220111_Std_4uMStdsMix1InMatrix_2,Gonyol,22749,Bacteria
220111_Std_4uMStdsMix2InH2O_1,Gonyol,44716444,Bacteria
220111_Std_4uMStdsMix2InH2O_2,Gonyol,76634696,Bacteria
220111_Std_4uMStdsMix2InMatrix_1,Gonyol,50918804,Bacteria
220111_Std_4uMStdsMix2InMatrix_2,Gonyol,73647096,Bacteria
220111_Std_H2OinMatrix_1,Gonyol,NA,Bacteria
220111_Std_H2OinMatrix_2,Gonyol,NA,Bacteria
220111_Blk_MediaBlk_A_pos,Gonyol,NA,Bacteria
220111_Blk_MediaBlk_AMS_pos,Gonyol,NA,Bacteria
220111_Blk_MediaBlk_AOA_pos,Gonyol,NA,Bacteria
220111_Blk_MediaBlk_B_pos,Gonyol,NA,Bacteria
220111_Poo_TruePooBacteria_Full1,Gonyol,NA,Bacteria
220111_Poo_TruePooBacteria_Full2,Gonyol,NA,Bacteria
220111_Poo_TruePooBacteria_Full3,Gonyol,NA,Bacteria
220111_Poo_TruePooBacteria_Half1,Gonyol,NA,Bacteria
220111_Poo_TruePooBacteria_Half2,Gonyol,NA,Bacteria
220111_Poo_TruePooBacteria_Half3,Gonyol,NA,Bacteria
220111_Smp_DSS3_A_pos,Gonyol,NA,Bacteria
220111_Smp_DSS3_B_pos,Gonyol,NA,Bacteria
220111_Smp_DSS3_C_pos,Gonyol,NA,Bacteria
220111_Smp_Och_A_pos,Gonyol,NA,Bacteria
220111_Smp_Och_B_pos,Gonyol,NA,Bacteria
220111_Smp_Och_C_pos,Gonyol,NA,Bacteria
220111_Smp_SA7_A_pos,Gonyol,NA,Bacteria
220111_Smp_SA7_B_pos,Gonyol,NA,Bacteria
