Molecule List Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Molecule List
HILIC-Pos_Standards,220623_Smp_MQBlk_2,"2,3-Pyridinedicarboxylic acid",11.13,5436,0,3834,-0.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MQBlk_3,"2,3-Pyridinedicarboxylic acid",11.35,340640,0,16799,-2.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MQBlk_4,"2,3-Pyridinedicarboxylic acid",11.6,2700626,0,101338,-2.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MQBlk_5,"2,3-Pyridinedicarboxylic acid",12.05,305118,0,15365,-2.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MQBlk_6,"2,3-Pyridinedicarboxylic acid",11.43,608528,0,23230,-3.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU1_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU1_B,"2,3-Pyridinedicarboxylic acid",11.59,108710,0,11067,-1.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU1_C,"2,3-Pyridinedicarboxylic acid",12.08,495661,0,27072,-2.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU10_A,"2,3-Pyridinedicarboxylic acid",11.44,124175,0,11713,-2.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU10_B,"2,3-Pyridinedicarboxylic acid",11.97,357329,0,17976,-3.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU10_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU11_A,"2,3-Pyridinedicarboxylic acid",11.32,166571,0,10725,-2.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU11_B,"2,3-Pyridinedicarboxylic acid",11.41,450482,0,17888,-3.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU11_C,"2,3-Pyridinedicarboxylic acid",11.61,94236,0,14401,-2,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU12_A,"2,3-Pyridinedicarboxylic acid",12,1007179,0,35399,-3.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU12_B,"2,3-Pyridinedicarboxylic acid",11.55,99488,0,11545,-2.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU12_C,"2,3-Pyridinedicarboxylic acid",11.6,67897,0,11667,-2.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU13_A,"2,3-Pyridinedicarboxylic acid",11.49,11739,0,3523,-0.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU13_B,"2,3-Pyridinedicarboxylic acid",11.37,14344,0,7467,-1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU13_C,"2,3-Pyridinedicarboxylic acid",11.54,359628,0,20979,-2.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU14_A,"2,3-Pyridinedicarboxylic acid",12.13,2420975,0,72115,-2.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU14_B,"2,3-Pyridinedicarboxylic acid",11.49,352598,0,15973,-2.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU14_C,"2,3-Pyridinedicarboxylic acid",11.58,23367,0,5806,-1.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU15_A,"2,3-Pyridinedicarboxylic acid",11.61,5491,0,3306,-1.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU15_B,"2,3-Pyridinedicarboxylic acid",11.54,270417,0,15199,-2.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU15_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU16_A,"2,3-Pyridinedicarboxylic acid",11.61,96544,0,10378,-1.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU16_B,"2,3-Pyridinedicarboxylic acid",11.43,182798,0,12843,-2.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU16_C,"2,3-Pyridinedicarboxylic acid",11.57,256151,0,19064,-1.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU17_A,"2,3-Pyridinedicarboxylic acid",11.63,34763,0,8333,-1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU17_B,"2,3-Pyridinedicarboxylic acid",11.48,57202,0,11524,-3.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU2_A,"2,3-Pyridinedicarboxylic acid",11.51,545348,0,23208,-2.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU2_B,"2,3-Pyridinedicarboxylic acid",11.61,127153,0,11308,-2,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU2_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU3_A,"2,3-Pyridinedicarboxylic acid",12.03,127112,0,10615,-1.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU3_B,"2,3-Pyridinedicarboxylic acid",11.55,367665,0,22720,-2.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU3_C,"2,3-Pyridinedicarboxylic acid",11.43,35056,0,5712,-1.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU4_A,"2,3-Pyridinedicarboxylic acid",12,113596,0,10365,-2,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU4_B,"2,3-Pyridinedicarboxylic acid",9.74,5612,0,5689,-0.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU4_C,"2,3-Pyridinedicarboxylic acid",11.4,31640,0,6088,-2.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU5_A,"2,3-Pyridinedicarboxylic acid",11.46,88488,0,9302,-1.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU5_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU5_C,"2,3-Pyridinedicarboxylic acid",11.54,60381,0,10764,-0.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU6_A,"2,3-Pyridinedicarboxylic acid",11.4,295296,0,14789,-2.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU6_B,"2,3-Pyridinedicarboxylic acid",12.82,15683,0,4933,-1.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU6_C,"2,3-Pyridinedicarboxylic acid",11.51,168192,0,14168,-2.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU7_A,"2,3-Pyridinedicarboxylic acid",11.48,120882,0,9125,-1.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU7_B,"2,3-Pyridinedicarboxylic acid",11.99,780233,0,29822,-4.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU7_C,"2,3-Pyridinedicarboxylic acid",11.52,1859856,0,55872,-2.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU8_A,"2,3-Pyridinedicarboxylic acid",12,172135,0,14705,-2.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU8_B,"2,3-Pyridinedicarboxylic acid",11.57,468353,0,18529,-2.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU8_C,"2,3-Pyridinedicarboxylic acid",11.49,75480,0,10081,-1.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU9_A,"2,3-Pyridinedicarboxylic acid",11.61,204487,0,17387,-1.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU9_B,"2,3-Pyridinedicarboxylic acid",11.55,167704,0,16195,-2.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU9_C,"2,3-Pyridinedicarboxylic acid",11.44,63351,0,7733,-2.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Std_4uMStdsMix1InH2O_1,2-Heptyl-3-hydroxy-quinolone,1.74,16279132,12663,1142807,-0.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Std_4uMStdsMix1InH2O_2,2-Heptyl-3-hydroxy-quinolone,1.77,17190798,0,940322,-0.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Std_4uMStdsMix1InMatrix_1,2-Heptyl-3-hydroxy-quinolone,1.74,16964048,154530,1227256,-1.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Std_4uMStdsMix1InMatrix_2,2-Heptyl-3-hydroxy-quinolone,1.75,9605257,0,582596,-0.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Std_4uMStdsMix2InH2O_1,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Std_4uMStdsMix2InH2O_2,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Std_4uMStdsMix2InMatrix_1,2-Heptyl-3-hydroxy-quinolone,1.5,7076,0,5598,-3.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Std_4uMStdsMix2InMatrix_2,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Std_H2OinMatrix_1,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Std_H2OinMatrix_2,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Poo_TruePooG3-CXSPE_Full1,2-Heptyl-3-hydroxy-quinolone,1.55,16937,0,8259,-0.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Poo_TruePooG3-CXSPE_Full2,2-Heptyl-3-hydroxy-quinolone,1.53,7131,0,4267,-1.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Poo_TruePooG3-CXSPE_Full3,2-Heptyl-3-hydroxy-quinolone,1.52,9155,0,7859,-4.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Poo_TruePooG3-CXSPE_Half1,2-Heptyl-3-hydroxy-quinolone,1.48,6242,0,3540,-0.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Poo_TruePooG3-CXSPE_Half2,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Poo_TruePooG3-CXSPE_Half3,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_CXSPE_Blk1_A,2-Heptyl-3-hydroxy-quinolone,1.56,134538,0,18853,-4.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_CXSPE_Blk1_B,2-Heptyl-3-hydroxy-quinolone,1.52,123568,0,19261,-1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_CXSPE_Blk1_C,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_CXSPE_Blk2_A,2-Heptyl-3-hydroxy-quinolone,1.55,9374,0,5652,-4.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_CXSPE_Blk2_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_CXSPE_Blk2_C,2-Heptyl-3-hydroxy-quinolone,1.63,8017,0,6890,-5.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_CXSPE_Blk3_A,2-Heptyl-3-hydroxy-quinolone,1.6,10086,0,7031,-1.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_CXSPE_Blk3_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_CXSPE_Blk3_C,2-Heptyl-3-hydroxy-quinolone,1.52,90497,0,14880,-3.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_CXSPE_Blk4_A,2-Heptyl-3-hydroxy-quinolone,1.59,6950,0,7320,-0.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_CXSPE_Blk4_B,2-Heptyl-3-hydroxy-quinolone,1.56,33789,0,10675,-3,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_CXSPE_Blk4_C,2-Heptyl-3-hydroxy-quinolone,1.25,0,0,0,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MQBlk_1,2-Heptyl-3-hydroxy-quinolone,1.59,7297,0,4967,-2.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MQBlk_2,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MQBlk_3,2-Heptyl-3-hydroxy-quinolone,1.54,338694,0,32042,-3.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MQBlk_4,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MQBlk_5,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MQBlk_6,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU1_A,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU1_B,2-Heptyl-3-hydroxy-quinolone,1.64,10844,0,9663,-1.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU1_C,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU10_A,2-Heptyl-3-hydroxy-quinolone,1.56,107771,0,24032,-2.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU10_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU10_C,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU11_A,2-Heptyl-3-hydroxy-quinolone,1.77,9113,0,6682,-1.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU11_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU11_C,2-Heptyl-3-hydroxy-quinolone,1.63,15628,0,8598,-4.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU12_A,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU12_B,2-Heptyl-3-hydroxy-quinolone,1.56,17526,0,9917,-4.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU12_C,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU13_A,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU13_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU13_C,2-Heptyl-3-hydroxy-quinolone,1.51,109916,0,17570,-2.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU14_A,2-Heptyl-3-hydroxy-quinolone,1.59,85404,0,14246,-1.5,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU14_B,2-Heptyl-3-hydroxy-quinolone,1.51,7435,0,6266,-0.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU14_C,2-Heptyl-3-hydroxy-quinolone,1.59,8333,0,6606,-1.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU15_A,2-Heptyl-3-hydroxy-quinolone,1.56,11134,0,11465,-4.7,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU15_B,2-Heptyl-3-hydroxy-quinolone,1.66,10937,0,10616,-7.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU15_C,2-Heptyl-3-hydroxy-quinolone,1.69,12638,0,7060,-1.6,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU16_A,2-Heptyl-3-hydroxy-quinolone,2.25,10458,0,10497,-0.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU16_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU16_C,2-Heptyl-3-hydroxy-quinolone,1.78,12279,0,9372,-1.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU17_A,2-Heptyl-3-hydroxy-quinolone,1.52,94379,0,14533,-2.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU17_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU2_A,2-Heptyl-3-hydroxy-quinolone,1.62,7336,0,5695,-6.1,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU2_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU2_C,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU3_A,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU3_B,2-Heptyl-3-hydroxy-quinolone,1.63,29968,0,10722,-1.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU3_C,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU4_A,2-Heptyl-3-hydroxy-quinolone,1.57,8870,0,6770,-1.2,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU4_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU4_C,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU5_A,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU5_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU5_C,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU6_A,2-Heptyl-3-hydroxy-quinolone,1.65,9965,0,7205,-0.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU6_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU6_C,2-Heptyl-3-hydroxy-quinolone,1.56,149836,0,19149,-2.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU7_A,2-Heptyl-3-hydroxy-quinolone,1.56,30525,0,12448,-3.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU7_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU7_C,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU8_A,2-Heptyl-3-hydroxy-quinolone,2.73,8951,0,8074,-0.9,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU8_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU8_C,2-Heptyl-3-hydroxy-quinolone,1.69,14433,0,12014,-4.4,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU9_A,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU9_B,2-Heptyl-3-hydroxy-quinolone,1.54,181333,0,27546,-3.3,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Smp_MU9_C,2-Heptyl-3-hydroxy-quinolone,1.49,88452,0,12670,-3.8,HILIC-Pos_Standards
HILIC-Pos_Standards,220623_Std_4uMStdsMix1InH2O_1,2-O-alpha-D-Glucosylglycerol,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC-Pos_Standards
