Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM
HILIC-Pos_Standards,220602_Smp_TN397_S12_800_U_C,(3-Carboxypropyl)trimethylammonium,9.88,715349,0,46305,-3.5
HILIC-Pos_Standards,220602_Smp_TN397_S13_1800_U_A,(3-Carboxypropyl)trimethylammonium,9.87,2338807,0,158138,-3
HILIC-Pos_Standards,220602_Smp_TN397_S13_1800_U_B,(3-Carboxypropyl)trimethylammonium,9.82,4055449,0,271085,-3.2
HILIC-Pos_Standards,220602_Smp_TN397_S13_1800_U_C,(3-Carboxypropyl)trimethylammonium,9.88,1950314,0,128707,-2.8
HILIC-Pos_Standards,220602_Smp_TN397_S14_U_A,(3-Carboxypropyl)trimethylammonium,9.86,1475786,0,105690,-3.4
HILIC-Pos_Standards,220602_Smp_TN397_S14_U_B,(3-Carboxypropyl)trimethylammonium,9.83,2369400,0,148705,-3.9
HILIC-Pos_Standards,220602_Smp_TN397_S14_U_C,(3-Carboxypropyl)trimethylammonium,9.82,1379724,0,89347,-3.2
HILIC-Pos_Standards,220602_Smp_TN397_S15_U_A,(3-Carboxypropyl)trimethylammonium,9.86,975089,0,63375,-3.1
HILIC-Pos_Standards,220602_Smp_TN397_S15_U_B,(3-Carboxypropyl)trimethylammonium,9.91,1038747,0,75346,-3.2
HILIC-Pos_Standards,220602_Smp_TN397_S15_U_C,(3-Carboxypropyl)trimethylammonium,9.83,630408,0,47495,-3.5
HILIC-Pos_Standards,220602_Smp_TN397_S16_U_A,(3-Carboxypropyl)trimethylammonium,9.85,845532,0,57530,-3.9
HILIC-Pos_Standards,220602_Smp_TN397_S16_U_B,(3-Carboxypropyl)trimethylammonium,9.82,586539,0,41874,-3.6
HILIC-Pos_Standards,220602_Smp_TN397_S16_U_C,(3-Carboxypropyl)trimethylammonium,9.85,321882,0,25144,-2.8
HILIC-Pos_Standards,220602_Smp_TN397_S17_U_A,(3-Carboxypropyl)trimethylammonium,9.82,205269,0,13259,-4.2
HILIC-Pos_Standards,220602_Smp_TN397_S17_U_B,(3-Carboxypropyl)trimethylammonium,9.82,749926,0,57792,-3.5
HILIC-Pos_Standards,220602_Smp_TN397_S17_U_C,(3-Carboxypropyl)trimethylammonium,9.77,358573,0,22913,-3
HILIC-Pos_Standards,220602_Smp_TN397_S2_U_A,(3-Carboxypropyl)trimethylammonium,9.83,637642,0,43883,-3.1
HILIC-Pos_Standards,220602_Smp_TN397_S2_U_B,(3-Carboxypropyl)trimethylammonium,9.88,718422,0,48001,-3.2
HILIC-Pos_Standards,220602_Smp_TN397_S2_U_C,(3-Carboxypropyl)trimethylammonium,9.86,425561,0,34319,-3
HILIC-Pos_Standards,220602_Smp_TN397_S3_U_A,(3-Carboxypropyl)trimethylammonium,9.86,1614032,0,101680,-3.6
HILIC-Pos_Standards,220602_Smp_TN397_S3_U_B,(3-Carboxypropyl)trimethylammonium,9.83,1490062,0,87541,-2.5
HILIC-Pos_Standards,220602_Smp_TN397_S3_U_C,(3-Carboxypropyl)trimethylammonium,9.83,1158899,0,82877,-3.8
HILIC-Pos_Standards,220602_Std_4uMStdsMix1InH2O_1,"2,3-Pyridinedicarboxylic acid",11.99,188403136,0,12734240,-3.1
HILIC-Pos_Standards,220602_Std_4uMStdsMix1InH2O_2,"2,3-Pyridinedicarboxylic acid",11.26,236643104,57649,10366259,-2.6
HILIC-Pos_Standards,220602_Std_4uMStdsMix1InMatrix_1,"2,3-Pyridinedicarboxylic acid",11.99,163215200,0,10925786,-3.4
HILIC-Pos_Standards,220602_Std_4uMStdsMix1InMatrix_2,"2,3-Pyridinedicarboxylic acid",11.21,191130112,0,9678946,-2.1
HILIC-Pos_Standards,220602_Std_4uMStdsMix2InH2O_1,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Std_4uMStdsMix2InH2O_2,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Std_4uMStdsMix2InMatrix_1,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Std_4uMStdsMix2InMatrix_2,"2,3-Pyridinedicarboxylic acid",11.07,23012,0,8333,-1.6
HILIC-Pos_Standards,220602_Std_H2OinMatrix_1,"2,3-Pyridinedicarboxylic acid",11.03,6735,0,3897,-1.8
HILIC-Pos_Standards,220602_Std_H2OinMatrix_2,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk1_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk1_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk1_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk2_A,"2,3-Pyridinedicarboxylic acid",11.01,5481,0,3898,-2.3
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk2_B,"2,3-Pyridinedicarboxylic acid",10.75,4890,0,5179,-3.9
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk2_C,"2,3-Pyridinedicarboxylic acid",9.44,4456,0,3021,-0.2
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk3_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk3_B,"2,3-Pyridinedicarboxylic acid",10.99,35769,0,9657,-2.5
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk3_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk4_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk4_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk4_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk5_A,"2,3-Pyridinedicarboxylic acid",10.56,4569,0,3880,-0.5
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk5_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk5_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_KM1906_GBT_F2_T0_A,"2,3-Pyridinedicarboxylic acid",11.13,4866,0,3187,-3
HILIC-Pos_Standards,220602_Smp_KM1906_GBT_F2_T0_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_KM1906_GBT_F2_T0_C,"2,3-Pyridinedicarboxylic acid",11.07,5723,0,4398,-1.2
HILIC-Pos_Standards,220602_Smp_KM1906_GBTK1_0nM_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_KM1906_GBTK1_0nM_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_KM1906_GBTK1_0nM_C,"2,3-Pyridinedicarboxylic acid",9.32,4721,0,4162,-1.8
HILIC-Pos_Standards,220602_Smp_TN397_CXC_Blk_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_CXC_Blk_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_CXC_Blk_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_MQBlk1_A,"2,3-Pyridinedicarboxylic acid",10.82,5100,0,5361,-0.1
HILIC-Pos_Standards,220602_Smp_TN397_MQBlk1_B,"2,3-Pyridinedicarboxylic acid",10.93,12357,0,6339,-0.7
HILIC-Pos_Standards,220602_Smp_TN397_MQBlk1_C,"2,3-Pyridinedicarboxylic acid",10.36,5406,0,5113,-0.6
HILIC-Pos_Standards,220602_Smp_TN397_MQBlkF_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_MQBlkF_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_MQBlkF_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S1_U_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S1_U_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S1_U_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S10_U_A,"2,3-Pyridinedicarboxylic acid",9.66,30047,0,9155,-2.3
HILIC-Pos_Standards,220602_Smp_TN397_S10_U_B,"2,3-Pyridinedicarboxylic acid",10.99,33526,0,11115,-2.8
HILIC-Pos_Standards,220602_Smp_TN397_S10_U_C,"2,3-Pyridinedicarboxylic acid",10.9,5698,0,5896,-0.1
HILIC-Pos_Standards,220602_Smp_TN397_S11_1800_U_A,"2,3-Pyridinedicarboxylic acid",9.44,5027,0,3703,-1.1
HILIC-Pos_Standards,220602_Smp_TN397_S11_1800_U_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S11_1800_U_C,"2,3-Pyridinedicarboxylic acid",9.68,15994,0,8773,-2.3
HILIC-Pos_Standards,220602_Smp_TN397_S11_600_U_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S11_600_U_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S11_600_U_C,"2,3-Pyridinedicarboxylic acid",11.74,259764,0,15548,-3.5
HILIC-Pos_Standards,220602_Smp_TN397_S12_1800_U_A,"2,3-Pyridinedicarboxylic acid",11.97,538641,0,38837,-3
HILIC-Pos_Standards,220602_Smp_TN397_S12_1800_U_B,"2,3-Pyridinedicarboxylic acid",9.44,26147,0,9666,-2
HILIC-Pos_Standards,220602_Smp_TN397_S12_1800_U_C,"2,3-Pyridinedicarboxylic acid",10.59,7763,0,4297,-1.2
HILIC-Pos_Standards,220602_Smp_TN397_S12_600_U_A,"2,3-Pyridinedicarboxylic acid",10.61,15379,0,5154,-2.1
HILIC-Pos_Standards,220602_Smp_TN397_S12_600_U_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S12_600_U_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S12_800_U_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S12_800_U_B,"2,3-Pyridinedicarboxylic acid",9.38,6445,0,3741,-1.4
HILIC-Pos_Standards,220602_Smp_TN397_S12_800_U_C,"2,3-Pyridinedicarboxylic acid",9.52,6610,0,6356,-2.9
HILIC-Pos_Standards,220602_Smp_TN397_S13_1800_U_A,"2,3-Pyridinedicarboxylic acid",9.44,6279,0,5155,-2.5
HILIC-Pos_Standards,220602_Smp_TN397_S13_1800_U_B,"2,3-Pyridinedicarboxylic acid",10.8,72291,0,9575,-1.6
HILIC-Pos_Standards,220602_Smp_TN397_S13_1800_U_C,"2,3-Pyridinedicarboxylic acid",9.96,4397,0,3960,-0.6
HILIC-Pos_Standards,220602_Smp_TN397_S14_U_A,"2,3-Pyridinedicarboxylic acid",9.41,7027,0,6105,-1.6
HILIC-Pos_Standards,220602_Smp_TN397_S14_U_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S14_U_C,"2,3-Pyridinedicarboxylic acid",10.31,5197,0,3413,-0.9
HILIC-Pos_Standards,220602_Smp_TN397_S15_U_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S15_U_B,"2,3-Pyridinedicarboxylic acid",9.66,6864,0,3658,-0.5
HILIC-Pos_Standards,220602_Smp_TN397_S15_U_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S16_U_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S16_U_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S16_U_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S17_U_A,"2,3-Pyridinedicarboxylic acid",9.43,7430,0,6922,-0.1
HILIC-Pos_Standards,220602_Smp_TN397_S17_U_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S17_U_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S2_U_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S2_U_B,"2,3-Pyridinedicarboxylic acid",9.77,6217,0,5840,-4.3
HILIC-Pos_Standards,220602_Smp_TN397_S2_U_C,"2,3-Pyridinedicarboxylic acid",9.51,6350,0,5275,-2.1
HILIC-Pos_Standards,220602_Smp_TN397_S3_U_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S3_U_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_TN397_S3_U_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Std_4uMStdsMix1InH2O_1,2-Heptyl-3-hydroxy-quinolone,1.73,14449353,65733,950171,-1.9
HILIC-Pos_Standards,220602_Std_4uMStdsMix1InH2O_2,2-Heptyl-3-hydroxy-quinolone,1.71,13583042,154812,845281,-1.4
HILIC-Pos_Standards,220602_Std_4uMStdsMix1InMatrix_1,2-Heptyl-3-hydroxy-quinolone,1.73,11866563,6114,720613,-2.1
HILIC-Pos_Standards,220602_Std_4uMStdsMix1InMatrix_2,2-Heptyl-3-hydroxy-quinolone,1.73,4665942,0,285166,-0.9
HILIC-Pos_Standards,220602_Std_4uMStdsMix2InH2O_1,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Std_4uMStdsMix2InH2O_2,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Std_4uMStdsMix2InMatrix_1,2-Heptyl-3-hydroxy-quinolone,1.56,113254,0,19185,-2.1
HILIC-Pos_Standards,220602_Std_4uMStdsMix2InMatrix_2,2-Heptyl-3-hydroxy-quinolone,1.51,62158,0,13612,-0.8
HILIC-Pos_Standards,220602_Std_H2OinMatrix_1,2-Heptyl-3-hydroxy-quinolone,1.55,106202,0,16879,-3.8
HILIC-Pos_Standards,220602_Std_H2OinMatrix_2,2-Heptyl-3-hydroxy-quinolone,1.54,148320,0,18156,-1.9
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk1_A,2-Heptyl-3-hydroxy-quinolone,1.68,538258,0,40065,-2.1
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk1_B,2-Heptyl-3-hydroxy-quinolone,1.69,797675,0,44725,-2.6
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk1_C,2-Heptyl-3-hydroxy-quinolone,1.65,390381,0,28462,-1.5
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk2_A,2-Heptyl-3-hydroxy-quinolone,1.54,645559,0,63276,-3.2
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk2_B,2-Heptyl-3-hydroxy-quinolone,1.56,984248,0,106249,-2.7
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk2_C,2-Heptyl-3-hydroxy-quinolone,2.22,103030,0,49220,3.9
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk3_A,2-Heptyl-3-hydroxy-quinolone,1.68,12748,0,11737,-3.3
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk3_B,2-Heptyl-3-hydroxy-quinolone,1.56,475894,0,55819,-3.8
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk3_C,2-Heptyl-3-hydroxy-quinolone,1.53,679881,0,83850,-2.5
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk4_A,2-Heptyl-3-hydroxy-quinolone,1.51,350575,0,51905,-2.7
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk4_B,2-Heptyl-3-hydroxy-quinolone,1.52,27830,0,8024,-3.1
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk4_C,2-Heptyl-3-hydroxy-quinolone,1.62,32983,0,16548,-0.8
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk5_A,2-Heptyl-3-hydroxy-quinolone,2.19,48088,0,16401,5.4
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk5_B,2-Heptyl-3-hydroxy-quinolone,2.21,9440,0,9271,-0.1
HILIC-Pos_Standards,220602_Smp_CXSPE_Blk5_C,2-Heptyl-3-hydroxy-quinolone,1.5,17681,0,8436,-0.6
HILIC-Pos_Standards,220602_Smp_KM1906_GBT_F2_T0_A,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220602_Smp_KM1906_GBT_F2_T0_B,2-Heptyl-3-hydroxy-quinolone,#N/A,#N/A,#N/A,#N/A,#N/A
