Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM
HILIC-Pos_Standards,220902_Smp_TN397_MQBlk1_B,(3-Carboxypropyl)trimethylammonium,9.9,361315,0,37911,-2
HILIC-Pos_Standards,220902_Smp_TN397_MQBlk1_C,(3-Carboxypropyl)trimethylammonium,9.89,221884,0,41284,-1.5
HILIC-Pos_Standards,220902_Smp_TN397_S1_U_A,(3-Carboxypropyl)trimethylammonium,9.87,220596704,2671449,12603954,-1.7
HILIC-Pos_Standards,220902_Smp_TN397_S1_U_B,(3-Carboxypropyl)trimethylammonium,9.86,83373072,0,4793670,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_S1_U_C,(3-Carboxypropyl)trimethylammonium,9.86,113464048,265761,6759187,-2.2
HILIC-Pos_Standards,220902_Smp_TN397_S2_U_A,(3-Carboxypropyl)trimethylammonium,9.89,115566936,187997,6824344,-1.7
HILIC-Pos_Standards,220902_Smp_TN397_S2_U_B,(3-Carboxypropyl)trimethylammonium,9.87,152292528,1978098,8885255,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_S2_U_C,(3-Carboxypropyl)trimethylammonium,9.89,143162016,1753191,8300565,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_S3_U_A,(3-Carboxypropyl)trimethylammonium,9.89,110656776,1215874,6781234,-2.2
HILIC-Pos_Standards,220902_Smp_TN397_S3_U_B,(3-Carboxypropyl)trimethylammonium,9.85,128258296,430728,7234902,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_S3_U_C,(3-Carboxypropyl)trimethylammonium,9.9,135036048,1784203,7818618,-2.3
HILIC-Pos_Standards,220902_Smp_TN397_S4_2400_U_A,(3-Carboxypropyl)trimethylammonium,9.87,162960144,3277848,10317803,-2.2
HILIC-Pos_Standards,220902_Smp_TN397_S4_2400_U_B,(3-Carboxypropyl)trimethylammonium,9.89,112674208,1072836,6801522,-2.3
HILIC-Pos_Standards,220902_Smp_TN397_S4_2400_U_C,(3-Carboxypropyl)trimethylammonium,9.88,137772928,45785,8872621,-1.8
HILIC-Pos_Standards,220902_Smp_TN397_S4_U_600_A,(3-Carboxypropyl)trimethylammonium,9.88,155414416,519779,9233114,-2
HILIC-Pos_Standards,220902_Smp_TN397_S4_U_600_B,(3-Carboxypropyl)trimethylammonium,9.85,166002192,1834338,9764140,-3.3
HILIC-Pos_Standards,220902_Smp_TN397_S4_U_600_C,(3-Carboxypropyl)trimethylammonium,9.89,215962880,637455,11893782,-2.2
HILIC-Pos_Standards,220902_Smp_TN397_S4_U_1800_A,(3-Carboxypropyl)trimethylammonium,9.89,132365400,1329463,7495530,-2.2
HILIC-Pos_Standards,220902_Smp_TN397_S4_U_1800_B,(3-Carboxypropyl)trimethylammonium,9.87,100683696,330801,5693996,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_S4_U_1800_C,(3-Carboxypropyl)trimethylammonium,9.89,181491328,2523912,10705058,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_S6_U_A,(3-Carboxypropyl)trimethylammonium,9.89,251701568,2473963,15306369,-1.9
HILIC-Pos_Standards,220902_Smp_TN397_S6_U_B,(3-Carboxypropyl)trimethylammonium,9.89,222327424,4823071,12992642,-2.2
HILIC-Pos_Standards,220902_Smp_TN397_S6_U_C,(3-Carboxypropyl)trimethylammonium,9.88,286638496,6011993,17277638,-1.9
HILIC-Pos_Standards,220902_Smp_TN397_S7_600_U_A,(3-Carboxypropyl)trimethylammonium,9.88,185120736,6802487,11000644,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_S7_600_U_B,(3-Carboxypropyl)trimethylammonium,9.86,220135184,19394792,13309568,-2.8
HILIC-Pos_Standards,220902_Smp_TN397_S7_600_U_C,(3-Carboxypropyl)trimethylammonium,9.89,240516464,3914704,13566819,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_S7_1800_U_A,(3-Carboxypropyl)trimethylammonium,9.9,261478256,5564925,15157236,-2
HILIC-Pos_Standards,220902_Smp_TN397_S7_1800_U_B,(3-Carboxypropyl)trimethylammonium,9.87,246142096,3611691,15753750,-2.5
HILIC-Pos_Standards,220902_Smp_TN397_S7_1800_U_C,(3-Carboxypropyl)trimethylammonium,9.89,258831296,4793124,14927970,-2.7
HILIC-Pos_Standards,220902_Smp_TN397_S8_U_A,(3-Carboxypropyl)trimethylammonium,9.89,207832384,20850770,12280474,-2.8
HILIC-Pos_Standards,220902_Smp_TN397_S8_U_B,(3-Carboxypropyl)trimethylammonium,9.88,176472768,7153642,10489573,-2.5
HILIC-Pos_Standards,220902_Smp_TN397_S8_U_C,(3-Carboxypropyl)trimethylammonium,9.87,210635600,23780308,12150128,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_S9_600_U_A,(3-Carboxypropyl)trimethylammonium,9.89,383503200,5873384,22074550,-1.9
HILIC-Pos_Standards,220902_Smp_TN397_S9_600_U_B,(3-Carboxypropyl)trimethylammonium,9.89,396955264,4504648,22789602,-2.2
HILIC-Pos_Standards,220902_Smp_TN397_S9_600_U_C,(3-Carboxypropyl)trimethylammonium,9.89,360551296,6609155,21387158,-2.8
HILIC-Pos_Standards,220902_Smp_TN397_S9_1800_U_A,(3-Carboxypropyl)trimethylammonium,9.89,430034208,9982735,24547106,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_S9_1800_U_B,(3-Carboxypropyl)trimethylammonium,9.9,475966944,6267736,27676410,-1.9
HILIC-Pos_Standards,220902_Smp_TN397_S9_1800_U_C,(3-Carboxypropyl)trimethylammonium,9.89,574489024,12676593,35354712,-2.5
HILIC-Pos_Standards,220902_Smp_TN397_S9_BB_A,(3-Carboxypropyl)trimethylammonium,9.87,683922624,10142779,39508836,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_S9_BB_B,(3-Carboxypropyl)trimethylammonium,9.9,662180672,12122877,37406620,-1.7
HILIC-Pos_Standards,220902_Smp_TN397_S10_U_A,(3-Carboxypropyl)trimethylammonium,9.87,275591232,4250137,16207654,-2.3
HILIC-Pos_Standards,220902_Smp_TN397_S10_U_B,(3-Carboxypropyl)trimethylammonium,9.87,290233600,6495280,16089484,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_S10_U_C,(3-Carboxypropyl)trimethylammonium,9.89,225410464,2960369,13117013,-2
HILIC-Pos_Standards,220902_Smp_TN397_S11_600_U_A,(3-Carboxypropyl)trimethylammonium,9.89,400075520,6008944,23047278,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_S11_600_U_B,(3-Carboxypropyl)trimethylammonium,9.89,298231360,6079806,18297926,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_S11_1800_U_A,(3-Carboxypropyl)trimethylammonium,9.89,370112160,6018594,22143730,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_S11_1800_U_B,(3-Carboxypropyl)trimethylammonium,9.9,408146272,3244381,22341728,-2.7
HILIC-Pos_Standards,220902_Smp_TN397_S11_1800_U_C,(3-Carboxypropyl)trimethylammonium,9.9,356896576,3698031,20769640,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_S12_600_U_A,(3-Carboxypropyl)trimethylammonium,9.88,327072960,7796892,20505462,-2.7
HILIC-Pos_Standards,220902_Smp_TN397_S12_600_U_B,(3-Carboxypropyl)trimethylammonium,9.9,238492960,5744021,14649269,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_S12_600_U_C,(3-Carboxypropyl)trimethylammonium,9.89,354737568,8611474,22457092,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_S12_800_U_A,(3-Carboxypropyl)trimethylammonium,9.89,276663776,9358299,15812994,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_S12_800_U_B,(3-Carboxypropyl)trimethylammonium,9.9,303173536,8286518,17437374,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_S12_800_U_C,(3-Carboxypropyl)trimethylammonium,9.87,319122144,7568112,18867198,-2.9
HILIC-Pos_Standards,220902_Smp_TN397_S12_1800_U_A,(3-Carboxypropyl)trimethylammonium,9.9,226196224,6859922,14016297,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_S12_1800_U_B,(3-Carboxypropyl)trimethylammonium,9.9,313165888,7900021,19824564,-2.5
HILIC-Pos_Standards,220902_Smp_TN397_S12_1800_U_C,(3-Carboxypropyl)trimethylammonium,9.89,337498976,6962707,19925324,-1.6
HILIC-Pos_Standards,220902_Smp_TN397_S12_Blk_A,(3-Carboxypropyl)trimethylammonium,9.89,18415776,0,1158094,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_S12_Blk_B,(3-Carboxypropyl)trimethylammonium,9.91,48734024,0,2645521,-2.5
HILIC-Pos_Standards,220902_Smp_TN397_S12_Blk_C,(3-Carboxypropyl)trimethylammonium,9.89,35719208,0,2129208,-2.2
HILIC-Pos_Standards,220902_Smp_TN397_S13_1800_U_A,(3-Carboxypropyl)trimethylammonium,9.89,824374016,14721175,45614240,-2.3
HILIC-Pos_Standards,220902_Smp_TN397_S13_1800_U_B,(3-Carboxypropyl)trimethylammonium,9.87,703185536,6288673,41183012,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_S13_1800_U_C,(3-Carboxypropyl)trimethylammonium,9.89,714776384,8364904,41997628,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_S14_U_A,(3-Carboxypropyl)trimethylammonium,9.89,208722672,1006691,12211243,-2.9
HILIC-Pos_Standards,220902_Smp_TN397_S14_U_B,(3-Carboxypropyl)trimethylammonium,9.89,272637920,6462341,15968674,-2.5
HILIC-Pos_Standards,220902_Smp_TN397_S14_U_C,(3-Carboxypropyl)trimethylammonium,9.89,411082816,3741463,24547840,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_S15_U_A,(3-Carboxypropyl)trimethylammonium,9.87,321463040,10710587,19143414,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_S15_U_B,(3-Carboxypropyl)trimethylammonium,9.89,207660592,6607611,12413524,-2.2
HILIC-Pos_Standards,220902_Smp_TN397_S15_U_C,(3-Carboxypropyl)trimethylammonium,9.87,278313344,6215022,16784970,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_S16_U_A,(3-Carboxypropyl)trimethylammonium,9.89,90048664,5929643,5129333,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_S16_U_B,(3-Carboxypropyl)trimethylammonium,9.86,139203632,10178808,8725086,-2
HILIC-Pos_Standards,220902_Smp_TN397_S16_U_C,(3-Carboxypropyl)trimethylammonium,9.86,143750688,15530524,8437330,-2.5
HILIC-Pos_Standards,220902_Smp_TN397_S17_U_A,(3-Carboxypropyl)trimethylammonium,9.89,167434864,15485051,9177464,-2.5
HILIC-Pos_Standards,220902_Smp_TN397_S17_U_B,(3-Carboxypropyl)trimethylammonium,9.9,190342064,21452688,11379372,-2
HILIC-Pos_Standards,220902_Smp_TN397_S17_U_C,(3-Carboxypropyl)trimethylammonium,9.88,185862448,20735268,11400896,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_S18_U_A,(3-Carboxypropyl)trimethylammonium,9.9,133571928,3056648,8460355,-1.9
HILIC-Pos_Standards,220902_Smp_TN397_S18_U_B,(3-Carboxypropyl)trimethylammonium,9.87,163349888,4984369,9285981,-2
HILIC-Pos_Standards,220902_Smp_TN397_S18_U_C,(3-Carboxypropyl)trimethylammonium,9.9,175916816,14578832,10519513,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_U1_A,(3-Carboxypropyl)trimethylammonium,9.87,270759904,3882818,15599380,-2.8
HILIC-Pos_Standards,220902_Smp_TN397_U1_B,(3-Carboxypropyl)trimethylammonium,9.87,200862432,0,12012147,-1.7
HILIC-Pos_Standards,220902_Smp_TN397_U1_C,(3-Carboxypropyl)trimethylammonium,9.87,371099008,4731339,22159734,-2.3
HILIC-Pos_Standards,220902_Smp_TN397_U2_A,(3-Carboxypropyl)trimethylammonium,9.89,418569216,4741101,24695080,-2.5
HILIC-Pos_Standards,220902_Smp_TN397_U2_B,(3-Carboxypropyl)trimethylammonium,9.9,495635040,6401678,28724814,-2.2
HILIC-Pos_Standards,220902_Smp_TN397_U2_C,(3-Carboxypropyl)trimethylammonium,9.87,413215648,5846238,24704432,-2.5
HILIC-Pos_Standards,220902_Smp_TN397_U3_A,(3-Carboxypropyl)trimethylammonium,9.87,291262176,1994598,18370448,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_U3_B,(3-Carboxypropyl)trimethylammonium,9.87,388163360,5032122,23199312,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_U3_C,(3-Carboxypropyl)trimethylammonium,9.87,241124976,4113988,14641516,-3.3
HILIC-Pos_Standards,220902_Smp_TN397_U4_A,(3-Carboxypropyl)trimethylammonium,9.89,367326208,5500347,21108786,-2.8
HILIC-Pos_Standards,220902_Smp_TN397_U4_B,(3-Carboxypropyl)trimethylammonium,9.87,566168832,8585901,32630054,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_U4_C,(3-Carboxypropyl)trimethylammonium,9.84,305984896,5730187,17347608,-3
HILIC-Pos_Standards,220902_Smp_TN397_U5_A,(3-Carboxypropyl)trimethylammonium,9.88,327932992,4190455,18986800,-1.7
HILIC-Pos_Standards,220902_Smp_TN397_U5_B,(3-Carboxypropyl)trimethylammonium,9.91,261414304,5788768,15636007,-2.2
HILIC-Pos_Standards,220902_Smp_TN397_U5_C,(3-Carboxypropyl)trimethylammonium,9.86,109183016,632746,7164591,-1.7
HILIC-Pos_Standards,220902_Smp_TN397_U6_A,(3-Carboxypropyl)trimethylammonium,9.84,111959928,1201731,6525896,-1.9
HILIC-Pos_Standards,220902_Smp_TN397_U6_B,(3-Carboxypropyl)trimethylammonium,9.87,107516840,0,6813929,-2.3
HILIC-Pos_Standards,220902_Smp_TN397_U6_C,(3-Carboxypropyl)trimethylammonium,9.89,131967296,934709,7761817,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_U7_A,(3-Carboxypropyl)trimethylammonium,9.83,59019032,499159,3382400,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_U7_B,(3-Carboxypropyl)trimethylammonium,9.86,94878776,0,5538819,-1.8
HILIC-Pos_Standards,220902_Smp_TN397_U7_C,(3-Carboxypropyl)trimethylammonium,9.86,98348192,567752,5663116,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_U8_BB,(3-Carboxypropyl)trimethylammonium,9.9,253320784,0,14850846,-2
HILIC-Pos_Standards,220902_Smp_TN397_U9_A,(3-Carboxypropyl)trimethylammonium,9.9,409685856,4357697,24074926,-2.3
HILIC-Pos_Standards,220902_Smp_TN397_U9_B,(3-Carboxypropyl)trimethylammonium,9.89,356213536,6884326,21201308,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_U9_C,(3-Carboxypropyl)trimethylammonium,9.86,289276736,4116411,17395848,-2.2
HILIC-Pos_Standards,220902_Smp_TN397_U10_A,(3-Carboxypropyl)trimethylammonium,9.89,322533056,6192918,19603424,-2.5
HILIC-Pos_Standards,220902_Smp_TN397_U10_B,(3-Carboxypropyl)trimethylammonium,9.9,435673824,11916319,25635334,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_U10_C,(3-Carboxypropyl)trimethylammonium,9.92,328026368,6183595,19265296,-2.4
HILIC-Pos_Standards,220902_Smp_TN397_U11_A,(3-Carboxypropyl)trimethylammonium,9.89,409552672,6715177,24196600,-2.5
HILIC-Pos_Standards,220902_Smp_TN397_U11_B,(3-Carboxypropyl)trimethylammonium,9.89,446339008,9853695,26810464,-2.9
HILIC-Pos_Standards,220902_Smp_TN397_U11_C,(3-Carboxypropyl)trimethylammonium,9.89,361118848,6048998,21270314,-2.6
HILIC-Pos_Standards,220902_Smp_TN397_U12_A,(3-Carboxypropyl)trimethylammonium,9.89,315927360,449706,18337822,-2.8
HILIC-Pos_Standards,220902_Smp_TN397_U12_B,(3-Carboxypropyl)trimethylammonium,9.89,334598528,5941811,20516474,-1.6
HILIC-Pos_Standards,220902_Smp_TN397_U12_C,(3-Carboxypropyl)trimethylammonium,9.9,416765312,4611912,25397424,-2.2
HILIC-Pos_Standards,220902_Smp_TN397_U13_A,(3-Carboxypropyl)trimethylammonium,9.89,250820976,4524574,14573659,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_U13_B,(3-Carboxypropyl)trimethylammonium,9.89,242194896,6590165,14569412,-2
HILIC-Pos_Standards,220902_Smp_TN397_U13_C,(3-Carboxypropyl)trimethylammonium,9.89,292178048,5987064,17432860,-2.2
HILIC-Pos_Standards,220902_Std_4uMStdsMix1InH2O_1,(3-Carboxypropyl)trimethylammonium,9.87,2971364608,40341448,158546560,-2.4
HILIC-Pos_Standards,220902_Std_4uMStdsMix1InH2O_2,(3-Carboxypropyl)trimethylammonium,9.86,4990221312,65674296,299027296,-2.7
HILIC-Pos_Standards,220902_Std_4uMStdsMix1InMatrix_1,(3-Carboxypropyl)trimethylammonium,9.86,2889317632,28659288,155859056,-2.6
HILIC-Pos_Standards,220902_Std_4uMStdsMix1InMatrix_2,(3-Carboxypropyl)trimethylammonium,9.86,4484200448,71304632,268940704,-3
HILIC-Pos_Standards,220902_Std_4uMStdsMix2InH2O_1,(3-Carboxypropyl)trimethylammonium,9.83,2716090880,49346880,116193792,-2.6
HILIC-Pos_Standards,220902_Std_4uMStdsMix2InH2O_2,(3-Carboxypropyl)trimethylammonium,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Std_4uMStdsMix2InMatrix_1,(3-Carboxypropyl)trimethylammonium,9.29,2389268480,24445836,139586528,-2.6
HILIC-Pos_Standards,220902_Std_4uMStdsMix2InMatrix_2,(3-Carboxypropyl)trimethylammonium,9.94,3073381632,37425052,98378560,-2.4
HILIC-Pos_Standards,220902_Std_H2OinMatrix_1,(3-Carboxypropyl)trimethylammonium,9.86,180150336,446680,10157994,-2.5
HILIC-Pos_Standards,220902_Std_H2OinMatrix_2,(3-Carboxypropyl)trimethylammonium,9.89,214021168,355336,12632762,-2.5
HILIC-Pos_Standards,220902_Poo_TruePooG4_Full1,"2,3-Pyridinedicarboxylic acid",10.95,2364,0,2194,6.8
HILIC-Pos_Standards,220902_Poo_TruePooG4_Full2,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Poo_TruePooG4_Full3,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Poo_TruePooG4_Full4,"2,3-Pyridinedicarboxylic acid",10.45,1866,0,1887,-9.9
HILIC-Pos_Standards,220902_Poo_TruePooG4_Half1,"2,3-Pyridinedicarboxylic acid",10.03,3408,0,3258,8.9
HILIC-Pos_Standards,220902_Poo_TruePooG4_Half2,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Poo_TruePooG4_Half3,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Poo_TruePooG4_Half4,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_FilterBlk1,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_FilterBlk2,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_FilterBlk3,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_FilterBlk4,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_DFBlk1_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_DFBlk1_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_DFBlk1_C,"2,3-Pyridinedicarboxylic acid",9.41,16554,0,10463,-2.1
HILIC-Pos_Standards,220902_Smp_TN397_MQBlk1_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_MQBlk1_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_MQBlk1_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S1_U_A,"2,3-Pyridinedicarboxylic acid",10.71,1960,0,1377,-6.9
HILIC-Pos_Standards,220902_Smp_TN397_S1_U_B,"2,3-Pyridinedicarboxylic acid",10.15,1097,0,1056,-9.5
HILIC-Pos_Standards,220902_Smp_TN397_S1_U_C,"2,3-Pyridinedicarboxylic acid",10.99,990,0,699,-6.9
HILIC-Pos_Standards,220902_Smp_TN397_S2_U_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S2_U_B,"2,3-Pyridinedicarboxylic acid",10.64,1519,0,1312,-8.2
HILIC-Pos_Standards,220902_Smp_TN397_S2_U_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S3_U_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S3_U_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S3_U_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S4_2400_U_A,"2,3-Pyridinedicarboxylic acid",11.01,1747,0,1200,-6.6
HILIC-Pos_Standards,220902_Smp_TN397_S4_2400_U_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S4_2400_U_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S4_U_600_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S4_U_600_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S4_U_600_C,"2,3-Pyridinedicarboxylic acid",10.71,2545,0,1383,-7.9
HILIC-Pos_Standards,220902_Smp_TN397_S4_U_1800_A,"2,3-Pyridinedicarboxylic acid",10.52,2034,0,1374,-4
HILIC-Pos_Standards,220902_Smp_TN397_S4_U_1800_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S4_U_1800_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S6_U_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S6_U_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S6_U_C,"2,3-Pyridinedicarboxylic acid",10.13,7726,0,7513,0.7
HILIC-Pos_Standards,220902_Smp_TN397_S7_600_U_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S7_600_U_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S7_600_U_C,"2,3-Pyridinedicarboxylic acid",10.84,1846,0,1486,-7.7
HILIC-Pos_Standards,220902_Smp_TN397_S7_1800_U_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S7_1800_U_B,"2,3-Pyridinedicarboxylic acid",10.72,1919,0,1058,-5.4
HILIC-Pos_Standards,220902_Smp_TN397_S7_1800_U_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S8_U_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S8_U_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S8_U_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,220902_Smp_TN397_S9_600_U_A,"2,3-Pyridinedicarboxylic acid",10.16,6056,0,5135,2.1
HILIC-Pos_Standards,220902_Smp_TN397_S9_600_U_B,"2,3-Pyridinedicarboxylic acid",11,8622,0,6848,2.5
