Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM
HILIC-Pos_Standards,221006_Smp_S6_C2_D4_C,(3-Carboxypropyl)trimethylammonium,9.81,108778432,4618372,6719894,-3.4
HILIC-Pos_Standards,221006_Smp_S7_C1_D1_A,(3-Carboxypropyl)trimethylammonium,9.79,258934208,6495489,16580838,-3
HILIC-Pos_Standards,221006_Smp_S7_C1_D1_B,(3-Carboxypropyl)trimethylammonium,9.82,193679920,6445361,12618027,-3.4
HILIC-Pos_Standards,221006_Smp_S7_C1_D1_Blk,(3-Carboxypropyl)trimethylammonium,9.78,496195,0,52875,-2.9
HILIC-Pos_Standards,221006_Smp_S7_C1_D1_C,(3-Carboxypropyl)trimethylammonium,9.81,200569920,4830669,12651659,-3.4
HILIC-Pos_Standards,221006_Smp_S7_C1_D2_A,(3-Carboxypropyl)trimethylammonium,9.82,367142560,6978163,22593408,-3.7
HILIC-Pos_Standards,221006_Smp_S7_C1_D2_B,(3-Carboxypropyl)trimethylammonium,9.79,337917920,5770196,21878994,-3.3
HILIC-Pos_Standards,221006_Smp_S7_C1_D2_C,(3-Carboxypropyl)trimethylammonium,9.82,204501328,4567889,13088214,-3.2
HILIC-Pos_Standards,221006_Smp_S7_C2_D3_A,(3-Carboxypropyl)trimethylammonium,9.84,198494608,4668986,12224724,-3.5
HILIC-Pos_Standards,221006_Smp_S7_C2_D3_B,(3-Carboxypropyl)trimethylammonium,9.79,178284288,67783,10999084,-3.4
HILIC-Pos_Standards,221006_Smp_S7_C2_D3_Blk,(3-Carboxypropyl)trimethylammonium,9.84,19047,0,15725,-1.9
HILIC-Pos_Standards,221006_Smp_S7_C2_D3_C,(3-Carboxypropyl)trimethylammonium,9.81,181624992,2376572,12135011,-3.7
HILIC-Pos_Standards,221006_Smp_S7_C2_D4_A,(3-Carboxypropyl)trimethylammonium,9.79,358769120,4130800,23448722,-3.6
HILIC-Pos_Standards,221006_Smp_S7_C2_D4_B,(3-Carboxypropyl)trimethylammonium,9.84,318488800,248542,20674318,-2.9
HILIC-Pos_Standards,221006_Smp_S7_C2_D4_C,(3-Carboxypropyl)trimethylammonium,9.79,254603632,3200771,16452432,-3.9
HILIC-Pos_Standards,221006_Smp_S7_C3_D5_A,(3-Carboxypropyl)trimethylammonium,9.84,1169386880,14427655,74677296,-3.2
HILIC-Pos_Standards,221006_Smp_S7_C3_D5_B,(3-Carboxypropyl)trimethylammonium,9.84,783854528,7008751,49990020,-3.6
HILIC-Pos_Standards,221006_Smp_S7_C3_D5_Blk,(3-Carboxypropyl)trimethylammonium,9.82,3378538,828,244177,-2.6
HILIC-Pos_Standards,221006_Smp_S7_C3_D5_C,(3-Carboxypropyl)trimethylammonium,9.82,999142784,11222660,67508408,-3.1
HILIC-Pos_Standards,221006_Smp_S7_C3_D6_A,(3-Carboxypropyl)trimethylammonium,9.81,1235073920,14345873,79659808,-3
HILIC-Pos_Standards,221006_Smp_S7_C3_D6_B,(3-Carboxypropyl)trimethylammonium,9.82,1215001472,14136943,77264600,-3.1
HILIC-Pos_Standards,221006_Smp_S7_C3_D6_C,(3-Carboxypropyl)trimethylammonium,9.84,1177661824,16294974,76389216,-3.4
HILIC-Pos_Standards,221006_Smp_S8_C1_D1_A_2L,(3-Carboxypropyl)trimethylammonium,9.86,44927248,1664696,2954536,-3.4
HILIC-Pos_Standards,221006_Smp_S8_C1_D1_A_4L,(3-Carboxypropyl)trimethylammonium,9.79,122273696,2886798,7571151,-3.7
HILIC-Pos_Standards,221006_Smp_S8_C1_D2_A,(3-Carboxypropyl)trimethylammonium,9.8,25877368,1264316,1688933,-3.1
HILIC-Pos_Standards,221006_Std_4uMStdsMix1InH2O_1,(3-Carboxypropyl)trimethylammonium,9.82,934308224,15021221,50905016,-3.7
HILIC-Pos_Standards,221006_Std_4uMStdsMix1InH2O_2,(3-Carboxypropyl)trimethylammonium,9.78,1306776832,23197844,74579552,-3.3
HILIC-Pos_Standards,221006_Std_4uMStdsMix1InMatrix_1,(3-Carboxypropyl)trimethylammonium,9.77,1323353472,14363714,76987376,-3.5
HILIC-Pos_Standards,221006_Std_4uMStdsMix1InMatrix_2,(3-Carboxypropyl)trimethylammonium,9.81,1702348288,19377358,118377928,-3.5
HILIC-Pos_Standards,221006_Std_4uMStdsMix2InH2O_1,(3-Carboxypropyl)trimethylammonium,9.37,642737984,7397508,24030724,-3.3
HILIC-Pos_Standards,221006_Std_4uMStdsMix2InH2O_2,(3-Carboxypropyl)trimethylammonium,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Std_4uMStdsMix2InMatrix_1,(3-Carboxypropyl)trimethylammonium,9.8,405628832,18932390,25615388,-2.9
HILIC-Pos_Standards,221006_Std_4uMStdsMix2InMatrix_2,(3-Carboxypropyl)trimethylammonium,9.76,1194739584,9423484,60588908,-4.2
HILIC-Pos_Standards,221006_Std_H2OinMatrix_1,(3-Carboxypropyl)trimethylammonium,9.77,369298944,4174180,22327662,-3.3
HILIC-Pos_Standards,221006_Std_H2OinMatrix_2,(3-Carboxypropyl)trimethylammonium,9.81,507796448,6965573,35473448,-3
HILIC-Pos_Standards,221006_Poo_TruePooRC_Full1,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Poo_TruePooRC_Full2,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Poo_TruePooRC_Full3,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Poo_TruePooRC_Full4,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Poo_TruePooRC_Half1,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Poo_TruePooRC_Half2,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Poo_TruePooRC_Half3,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Poo_TruePooRC_Half4,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S1_C1_5m_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S1_C1_5m_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S1_C1_5m_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S1_C1_DCM_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S1_C1_DCM_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S1_C1_DCM_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C1_SRF_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C1_SRF_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C1_SRF_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C2_D1_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C2_D1_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C2_D1_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C2_D2_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C2_D2_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C2_D2_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C3_D3_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C3_D3_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C3_D3_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C3_D4_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C3_D4_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C3_D4_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C4_D5_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C4_D5_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C4_D5_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C4_D6_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C4_D6_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S2_C4_D6_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S3_C1_D1_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S3_C1_D1_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S3_C1_D1_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S3_C1_D2_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S3_C1_D2_B,"2,3-Pyridinedicarboxylic acid",9.98,16335,0,14129,-0.8
HILIC-Pos_Standards,221006_Smp_S3_C1_D2_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S3_C2_D3_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S3_C2_D3_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S3_C2_D3_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S3_C2_D4_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S3_C2_D4_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S3_C2_D4_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C1_D1_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C1_D1_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C1_D1_Blk,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C1_D1_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C1_D2_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C1_D2_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C1_D2_Blk,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C1_D2_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C2_D3_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C2_D3_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C2_D3_Blk,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C2_D3_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C2_D4_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C2_D4_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C2_D4_Blk,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S4_C2_D4_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S5_C3_D1_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S5_C3_D1_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S5_C3_D1_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S5_C3_D2_A,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S5_C3_D2_B,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S5_C3_D2_C,"2,3-Pyridinedicarboxylic acid",#N/A,#N/A,#N/A,#N/A,#N/A
HILIC-Pos_Standards,221006_Smp_S5_C3_D3_A,"2,3-Pyridinedicarboxylic acid",10.32,7978,0,8561,-1.3
